state_ut,district,year,murder,attempt_to_murder,culpable_homicide_not_amounting_to_murder,rape,custodial_rape,other_rape,kidnapping_and_abduction,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,preparation_and_assembly_for_dacoity,robbery,burglary,theft,auto_theft,other_theft,riots,criminal_breach_of_trust,cheating,counterfeiting,arson,hurt_grievous_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_countries,causing_death_by_negligence,other_ipc_crimes,total_ipc_crimes,destrict,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total
ODISHA,SAMBALPUR,2016,69,64,1,91,1,86,54,47,11,1,2,159,203,612,234,398,66,7,83,7,4,195,1,96,0,36,0,286,830,3644,SAMBALPUR,773,358,1609,97
ODISHA,SAMBALPUR,2016,56,103,0,81,0,91,62,48,10,20,1,144,220,579,185,319,76,18,77,0,17,58,9,69,10,37,0,207,1573,4070,SAMBALPUR,590,345,1468,95
ODISHA,SAMBALPUR,2017,70,60,0,105,0,96,62,52,14,2,1,172,215,685,269,440,63,6,96,6,3,184,3,109,0,38,0,302,794,3847,SAMBALPUR,787,403,1784,108
ODISHA,SAMBALPUR,2017,59,104,0,83,0,98,65,46,11,22,0,155,230,633,194,333,76,18,80,0,18,61,10,68,10,36,0,214,1468,4092,SAMBALPUR,607,351,1567,98
ODISHA,SAMBALPUR,2018,78,62,0,117,0,112,69,61,16,2,2,201,196,768,292,503,60,6,112,7,4,172,4,127,1,42,1,321,813,4149,SAMBALPUR,814,465,1964,125
ODISHA,SAMBALPUR,2018,64,106,3,83,1,113,63,52,13,21,0,166,226,644,206,345,75,18,76,0,17,65,11,67,10,38,0,225,1473,4181,SAMBALPUR,632,375,1608,94
ODISHA,SAMBALPUR,2019,91,64,0,135,1,133,80,64,17,2,3,210,203,855,321,574,56,6,133,8,6,176,4,152,0,42,1,352,820,4509,SAMBALPUR,878,532,2168,147
ODISHA,SAMBALPUR,2019,67,97,1,90,1,115,61,54,13,22,0,173,224,659,193,330,71,18,87,1,17,66,10,74,10,37,0,212,1517,4220,SAMBALPUR,614,391,1601,106
ODISHA,SAMBALPUR,2020,97,66,1,163,0,149,89,73,19,1,5,238,212,990,347,602,55,7,147,8,6,172,5,171,0,44,0,421,745,4833,SAMBALPUR,980,605,2395,162
ODISHA,SAMBALPUR,2020,75,108,0,88,1,103,64,60,13,23,0,169,231,752,206,350,68,19,86,1,17,67,11,76,9,36,1,218,1569,4421,SAMBALPUR,635,385,1731,106
ODISHA,SAMBALPUR,2021,103,66,0,194,0,163,101,80,21,1,5,267,234,1142,399,627,52,5,165,8,5,175,5,205,0,45,1,486,755,5310,SAMBALPUR,1081,693,2675,178
ODISHA,SAMBALPUR,2021,79,102,0,85,0,97,64,58,13,23,0,166,229,728,219,357,66,21,87,1,15,70,12,75,9,37,1,248,1633,4495,SAMBALPUR,662,374,1722,109
ODISHA,SAMBALPUR,2022,107,74,2,214,0,197,117,93,23,0,6,309,263,1399,470,699,47,6,175,11,6,176,3,236,0,48,1,539,714,5935,SAMBALPUR,1162,792,3146,192
ODISHA,SAMBALPUR,2022,82,101,0,98,0,99,64,60,14,23,1,181,239,724,228,316,66,22,91,0,17,68,14,77,9,37,1,249,1764,4645,SAMBALPUR,678,395,1712,113
ODISHA,SAMBALPUR,2023,112,82,2,256,2,221,138,102,26,0,4,350,285,1521,578,799,46,4,189,11,4,170,4,283,0,50,0,596,712,6547,SAMBALPUR,1268,918,3537,204
ODISHA,SAMBALPUR,2023,80,106,1,97,0,101,67,61,14,24,2,180,232,744,219,341,65,23,95,0,18,69,13,76,7,40,2,269,1868,4814,SAMBALPUR,700,397,1742,118
ODISHA,SONEPUR,2001,9,20,2,8,0,8,4,4,0,0,0,6,30,35,0,35,17,4,9,0,3,27,6,28,4,11,0,19,202,491,SONEPUR,108,69,106,13
ODISHA,SONEPUR,2002,7,31,0,6,0,6,2,2,0,2,0,4,32,33,0,33,29,4,11,0,5,22,0,38,4,20,0,0,238,529,SONEPUR,95,76,104,15
ODISHA,SONEPUR,2003,9,5,0,4,0,4,2,2,0,0,0,2,24,45,0,45,18,5,9,0,3,16,1,44,1,8,0,9,261,517,SONEPUR,62,64,116,14
ODISHA,SONEPUR,2004,9,14,0,5,0,5,1,1,0,1,0,8,21,40,2,38,9,1,5,0,2,17,0,29,3,7,0,5,198,421,SONEPUR,59,50,110,6
ODISHA,SONEPUR,2005,10,14,0,4,0,4,1,1,0,0,0,2,21,30,0,30,29,2,6,0,7,19,0,43,0,6,0,25,128,382,SONEPUR,101,58,83,8
ODISHA,SONEPUR,2006,15,16,0,13,0,13,6,3,3,3,0,9,29,45,8,37,20,1,10,0,6,16,2,58,4,1,0,17,184,519,SONEPUR,99,94,131,11
ODISHA,SONEPUR,2007,9,19,0,16,0,16,12,9,3,0,0,8,24,45,2,43,27,0,9,0,3,142,0,64,2,4,0,12,70,539,SONEPUR,225,111,122,9
ODISHA,SONEPUR,2008,7,28,0,15,0,15,3,3,0,1,0,5,31,71,5,66,23,3,6,0,3,14,1,24,2,8,0,27,183,544,SONEPUR,115,68,179,9
ODISHA,SONEPUR,2009,17,15,0,17,0,17,17,3,14,3,0,10,22,38,9,29,36,0,10,1,3,79,3,46,1,15,0,30,141,576,SONEPUR,197,102,111,11
ODISHA,SONEPUR,2010,8,21,0,17,0,17,5,5,0,5,0,14,28,52,15,37,32,0,12,0,8,176,3,43,2,12,5,2,133,652,SONEPUR,259,104,151,12
ODISHA,SONEPUR,2011,20,21,0,10,0,10,4,4,0,1,0,15,34,63,17,46,28,0,32,0,5,116,3,48,1,9,0,37,213,737,SONEPUR,235,85,176,32
ODISHA,SONEPUR,2012,17,25,0,12,0,12,9,8,1,4,0,12,29,56,11,45,30,0,31,0,6,62,4,53,1,10,0,28,170,636,SONEPUR,178,100,157,31
ODISHA,SONEPUR,2013,13,18,0,17,0,17,13,12,1,4,0,9,45,84,18,66,15,0,34,0,0,12,1,67,1,44,0,46,227,764,SONEPUR,122,159,226,34
ODISHA,SONEPUR,2014,18,28,0,13,1,11,9,11,1,7,1,13,33,65,12,53,29,0,33,1,8,46,3,59,1,9,1,27,189,682,SONEPUR,164,109,184,34
ODISHA,SONEPUR,2014,15,17,0,16,0,18,14,13,2,5,0,9,47,87,19,63,16,0,38,0,2,13,1,73,1,44,0,48,242,803,SONEPUR,126,166,230,38
ODISHA,SONEPUR,2015,17,31,0,12,1,11,9,12,0,8,0,17,38,76,13,62,25,0,38,2,9,41,5,64,2,8,2,25,211,739,SONEPUR,156,117,214,40
ODISHA,SONEPUR,2015,17,18,0,18,0,16,13,14,3,5,1,10,51,99,20,58,17,2,41,1,2,14,0,82,1,45,1,47,253,849,SONEPUR,131,177,244,44
ODISHA,SONEPUR,2016,17,38,0,10,1,9,8,15,1,9,0,19,41,90,14,72,24,0,44,1,9,39,5,66,2,9,2,25,229,799,SONEPUR,158,119,245,45
ODISHA,SONEPUR,2016,19,19,1,18,0,16,12,15,4,5,0,11,55,99,21,54,20,3,42,0,3,16,0,85,2,44,0,51,257,872,SONEPUR,144,180,245,45
ODISHA,SONEPUR,2017,18,44,0,9,2,8,5,19,2,10,1,21,44,100,16,75,24,1,53,0,11,35,6,69,1,8,2,24,242,850,SONEPUR,160,124,267,54
ODISHA,SONEPUR,2017,23,19,2,19,0,16,12,14,5,4,0,11,54,114,22,59,20,2,39,0,3,17,1,78,3,44,0,50,266,897,SONEPUR,151,175,264,41
ODISHA,SONEPUR,2018,16,51,0,8,2,7,5,21,2,11,3,23,49,120,17,81,23,2,57,0,12,34,6,75,1,8,3,24,258,919,SONEPUR,162,131,304,59
ODISHA,SONEPUR,2018,24,21,4,20,0,18,11,17,6,4,0,13,54,129,21,61,21,2,43,0,4,18,3,78,5,45,0,52,256,930,SONEPUR,163,186,282,45
ODISHA,SONEPUR,2019,19,60,0,9,3,5,4,23,2,14,2,22,56,131,17,99,23,2,67,1,15,30,6,79,1,8,4,21,271,994,SONEPUR,168,138,341,70
ODISHA,SONEPUR,2019,22,22,4,21,0,17,10,18,7,2,1,14,51,123,21,65,23,4,42,0,5,17,2,85,6,42,0,55,281,960,SONEPUR,166,191,277,46
ODISHA,SONEPUR,2020,20,72,1,7,4,6,3,24,1,16,3,24,59,140,20,121,22,2,76,1,18,29,4,87,1,8,3,21,278,1071,SONEPUR,176,144,383,79
ODISHA,SONEPUR,2020,21,24,5,21,2,17,8,16,7,0,0,15,50,138,22,66,24,5,45,0,6,17,4,88,4,44,0,62,309,1020,SONEPUR,178,196,291,50
ODISHA,SONEPUR,2021,21,81,0,4,5,6,2,29,1,17,4,27,66,165,22,149,21,5,82,1,21,27,4,92,0,6,4,20,320,1202,SONEPUR,178,150,450,88
ODISHA,SONEPUR,2021,23,27,5,23,2,17,9,17,8,1,0,16,53,129,23,64,27,6,43,0,6,17,5,103,5,46,1,68,314,1058,SONEPUR,195,219,286,49
ODISHA,SONEPUR,2022,20,94,1,3,5,6,3,33,0,18,5,29,70,185,22,156,19,5,96,0,26,25,5,97,0,6,3,22,338,1292,SONEPUR,189,158,485,101
ODISHA,SONEPUR,2022,23,28,5,24,1,17,11,20,10,3,0,16,53,129,24,62,27,7,45,1,7,17,5,103,6,50,1,64,297,1056,SONEPUR,193,227,287,53
ODISHA,SONEPUR,2023,21,105,0,2,5,7,1,37,0,19,6,31,77,208,24,174,18,4,111,3,31,22,5,102,0,6,2,22,351,1394,SONEPUR,195,166,539,118
ODISHA,SONEPUR,2023,23,30,8,24,2,18,11,21,11,4,1,16,58,133,23,59,29,7,44,2,9,17,5,107,4,51,2,65,310,1094,SONEPUR,201,234,294,53
ODISHA,SRP(CUTTACK),2001,3,3,0,1,0,1,5,3,2,2,1,8,11,287,8,279,1,2,2,0,0,24,0,5,4,0,0,1,101,754,SRP(CUTTACK),33,14,596,4
ODISHA,SRP(CUTTACK),2002,0,2,0,1,0,1,4,1,3,0,0,5,12,277,19,258,1,0,4,1,1,43,0,4,0,2,0,0,82,721,SRP(CUTTACK),47,9,571,5
ODISHA,SRP(CUTTACK),2003,3,6,0,1,0,1,3,2,1,0,0,10,8,335,18,317,1,0,4,0,0,21,0,9,1,3,0,1,103,848,SRP(CUTTACK),33,17,688,4
ODISHA,SRP(CUTTACK),2004,4,0,0,0,0,0,3,3,0,1,0,8,4,269,18,251,1,0,2,0,0,16,0,3,0,1,0,0,90,674,SRP(CUTTACK),21,7,551,2
ODISHA,SRP(CUTTACK),2005,2,3,0,1,0,1,1,1,0,1,1,9,6,283,32,251,1,0,2,0,1,14,0,4,0,2,0,2,93,711,SRP(CUTTACK),23,9,583,2
ODISHA,SRP(CUTTACK),2006,5,0,0,1,0,1,5,3,2,2,1,16,8,303,24,279,1,0,8,0,0,27,0,7,0,1,0,0,105,799,SRP(CUTTACK),34,13,633,8
ODISHA,SRP(CUTTACK),2007,2,0,0,0,0,0,2,0,2,2,0,11,5,207,41,166,0,1,4,0,0,29,0,1,0,1,0,0,78,552,SRP(CUTTACK),31,2,432,5
ODISHA,SRP(CUTTACK),2008,2,3,0,1,0,1,4,1,3,1,1,14,8,320,55,265,0,1,4,0,0,32,0,6,0,0,0,0,107,829,SRP(CUTTACK),38,9,664,5
ODISHA,SRP(CUTTACK),2009,1,2,0,2,0,2,3,3,0,1,1,10,11,401,99,302,3,2,6,0,0,56,1,7,0,0,0,0,57,970,SRP(CUTTACK),65,15,825,8
ODISHA,SRP(CUTTACK),2010,3,1,0,0,0,0,2,2,0,1,1,10,6,398,54,344,1,0,3,0,0,36,0,8,0,0,0,1,59,930,SRP(CUTTACK),42,10,814,3
ODISHA,SRP(CUTTACK),2011,4,3,1,0,0,0,3,0,3,1,3,15,10,492,44,448,2,0,7,0,0,16,0,8,1,0,0,0,82,1143,SRP(CUTTACK),26,9,1013,7
ODISHA,SRP(CUTTACK),2012,5,6,0,0,0,0,2,0,2,0,5,17,9,541,58,483,0,0,7,0,0,14,0,11,1,0,0,0,82,1243,SRP(CUTTACK),25,12,1113,7
ODISHA,SRP(CUTTACK),2013,3,2,0,0,0,0,0,0,0,2,1,12,6,375,39,336,0,0,10,1,0,6,0,3,0,1,0,0,60,857,SRP(CUTTACK),11,4,771,11
ODISHA,SRP(CUTTACK),2014,7,7,1,1,0,0,4,1,3,0,6,22,10,616,55,595,0,0,7,2,0,13,0,12,0,2,0,0,89,1453,SRP(CUTTACK),29,16,1304,9
ODISHA,SRP(CUTTACK),2014,3,2,0,0,0,0,0,1,0,3,1,12,6,387,37,359,0,1,8,2,2,6,1,4,1,1,1,0,60,898,SRP(CUTTACK),12,9,805,11
ODISHA,SRP(CUTTACK),2015,8,7,1,0,1,0,4,2,4,0,9,26,7,695,48,677,2,1,9,3,1,12,1,14,0,3,0,0,105,1640,SRP(CUTTACK),31,21,1462,13
ODISHA,SRP(CUTTACK),2015,4,1,0,0,0,0,0,2,0,3,1,13,9,373,39,396,1,2,9,1,1,6,1,3,1,1,3,1,63,934,SRP(CUTTACK),14,11,834,12
ODISHA,SRP(CUTTACK),2016,10,8,1,0,2,0,4,1,3,1,11,28,7,740,42,818,4,2,9,3,1,11,0,17,1,3,1,3,127,1858,SRP(CUTTACK),37,25,1647,14
ODISHA,SRP(CUTTACK),2016,5,2,0,0,0,0,1,2,1,5,1,14,10,415,39,409,1,1,12,0,0,6,2,3,0,1,2,0,63,995,SRP(CUTTACK),16,10,893,13
ODISHA,SRP(CUTTACK),2017,11,9,1,0,2,0,5,2,2,3,13,32,5,820,39,914,4,3,9,3,1,11,0,19,2,2,2,3,155,2072,SRP(CUTTACK),39,29,1826,15
ODISHA,SRP(CUTTACK),2017,6,3,0,0,2,0,0,2,1,6,2,14,12,418,38,421,1,1,12,1,1,5,3,2,1,1,3,0,67,1023,SRP(CUTTACK),18,14,911,14
ODISHA,SRP(CUTTACK),2018,15,10,1,0,2,0,4,2,1,1,15,36,3,962,38,1036,2,3,9,2,0,11,1,22,1,1,3,4,181,2366,SRP(CUTTACK),44,32,2091,14
ODISHA,SRP(CUTTACK),2018,6,2,1,1,2,0,0,3,1,5,1,13,12,406,40,431,2,0,13,1,1,4,3,0,2,1,2,0,67,1020,SRP(CUTTACK),19,14,908,14
ODISHA,SRP(CUTTACK),2019,18,11,1,1,4,0,3,2,1,0,17,38,3,1047,33,1230,3,2,11,4,0,9,1,26,1,1,3,4,214,2688,SRP(CUTTACK),48,39,2368,17
ODISHA,SRP(CUTTACK),2019,7,3,2,0,2,0,0,4,0,6,0,14,11,421,43,417,2,0,14,1,0,5,2,0,1,1,2,0,69,1027,SRP(CUTTACK),21,12,912,15
ODISHA,SRP(CUTTACK),2020,20,14,0,1,6,0,2,2,3,0,20,44,3,1238,30,1363,2,3,11,3,0,8,1,30,2,1,4,6,246,3063,SRP(CUTTACK),52,47,2698,17
ODISHA,SRP(CUTTACK),2020,8,2,1,2,1,0,1,5,0,6,0,14,12,448,45,421,2,1,15,2,0,5,1,0,0,1,2,1,62,1058,SRP(CUTTACK),22,12,946,18
ODISHA,SRP(CUTTACK),2021,23,15,1,2,7,0,1,2,1,0,23,48,5,1380,26,1592,0,4,10,0,0,5,0,36,3,1,6,5,269,3465,SRP(CUTTACK),51,57,3074,14
ODISHA,SRP(CUTTACK),2021,8,3,1,4,4,1,0,5,0,5,1,14,13,480,46,439,0,0,15,2,0,5,1,0,0,3,4,2,65,1121,SRP(CUTTACK),24,22,998,17
ODISHA,SRP(CUTTACK),2022,26,16,0,0,8,0,1,3,2,2,30,53,5,1457,24,1671,0,4,12,0,2,6,0,40,3,3,6,5,288,3667,SRP(CUTTACK),53,63,3242,16
ODISHA,SRP(CUTTACK),2022,9,5,1,2,5,1,0,5,1,6,1,13,15,499,50,444,0,2,16,1,0,4,1,1,0,4,3,2,65,1156,SRP(CUTTACK),24,22,1028,19
ODISHA,SRP(CUTTACK),2023,31,20,0,0,8,0,1,2,3,1,33,64,4,1571,23,1944,0,5,11,1,1,5,0,44,3,4,5,6,315,4105,SRP(CUTTACK),62,66,3640,17
ODISHA,SRP(CUTTACK),2023,10,5,1,2,6,2,0,8,2,7,2,14,17,468,49,472,0,2,18,0,0,5,1,2,0,4,3,2,69,1171,SRP(CUTTACK),26,28,1029,20
ODISHA,SRP(ROURKELA),2001,7,1,0,2,0,2,3,3,0,2,1,10,10,135,3,132,7,0,1,1,0,6,0,2,0,0,0,0,81,409,SRP(ROURKELA),23,9,293,2
ODISHA,SRP(ROURKELA),2002,6,2,0,0,0,0,1,0,1,1,0,4,13,158,2,156,0,0,0,0,0,13,0,6,0,3,0,3,71,440,SRP(ROURKELA),24,9,334,0
ODISHA,SRP(ROURKELA),2003,4,2,0,1,0,1,1,1,0,0,0,7,6,86,5,81,1,1,3,0,0,8,0,3,0,0,0,3,85,299,SRP(ROURKELA),19,6,185,4
ODISHA,SRP(ROURKELA),2004,7,3,0,2,0,2,0,0,0,1,0,5,16,86,2,84,3,0,2,0,0,6,0,2,0,0,0,3,92,316,SRP(ROURKELA),24,6,194,2
ODISHA,SRP(ROURKELA),2005,3,1,0,1,0,1,3,3,0,0,1,3,10,99,8,91,3,2,1,0,0,4,0,6,0,1,0,3,74,318,SRP(ROURKELA),15,12,212,3
ODISHA,SRP(ROURKELA),2006,5,2,1,2,0,2,3,2,1,1,2,4,3,106,9,97,6,0,0,1,0,6,0,5,0,0,0,5,114,377,SRP(ROURKELA),27,11,222,1
ODISHA,SRP(ROURKELA),2007,6,0,0,1,0,1,2,2,0,2,2,10,9,103,8,95,3,1,3,0,0,1,0,4,1,0,0,3,130,387,SRP(ROURKELA),14,9,229,4
ODISHA,SRP(ROURKELA),2008,8,2,0,1,0,1,2,2,0,0,0,9,13,136,25,111,3,2,1,0,0,2,0,3,1,1,0,8,112,443,SRP(ROURKELA),24,9,294,3
ODISHA,SRP(ROURKELA),2009,8,1,0,1,0,1,4,2,2,3,2,14,18,209,26,183,3,0,5,0,0,3,0,8,0,2,0,4,139,638,SRP(ROURKELA),20,14,455,5
ODISHA,SRP(ROURKELA),2010,5,3,0,2,0,2,2,2,0,1,1,17,13,278,51,227,1,0,0,0,0,0,1,8,0,1,0,1,134,750,SRP(ROURKELA),13,16,588,0
ODISHA,SRP(ROURKELA),2011,8,5,0,1,0,1,0,0,0,2,3,8,20,290,54,236,0,2,6,0,0,0,1,9,1,3,0,2,131,783,SRP(ROURKELA),17,16,613,8
ODISHA,SRP(ROURKELA),2012,6,6,0,1,0,1,3,3,0,1,7,19,25,275,31,244,0,0,4,0,0,0,1,9,0,2,0,0,95,733,SRP(ROURKELA),14,17,602,4
ODISHA,SRP(ROURKELA),2013,6,2,0,1,0,1,5,5,0,1,3,12,17,288,26,262,0,0,3,1,0,0,0,15,0,0,0,4,85,737,SRP(ROURKELA),13,22,609,4
ODISHA,SRP(ROURKELA),2014,5,6,0,0,0,1,2,4,1,1,9,21,27,302,32,271,0,1,2,1,1,0,3,9,1,1,0,1,80,782,SRP(ROURKELA),15,19,663,4
ODISHA,SRP(ROURKELA),2014,6,1,0,0,1,2,7,5,0,0,5,13,18,309,26,285,0,0,4,1,0,0,0,14,0,1,0,3,83,784,SRP(ROURKELA),10,23,656,5
ODISHA,SRP(ROURKELA),2015,5,7,1,0,1,3,1,4,1,0,10,21,28,312,33,281,2,0,1,1,0,0,5,11,3,2,0,1,78,812,SRP(ROURKELA),21,29,685,2
ODISHA,SRP(ROURKELA),2015,6,0,0,2,0,3,6,5,0,0,5,15,16,299,28,290,0,0,5,0,0,0,2,15,1,0,1,3,91,793,SRP(ROURKELA),13,29,653,5
ODISHA,SRP(ROURKELA),2016,6,7,1,2,1,3,0,4,2,0,14,24,30,364,36,303,1,0,0,2,1,0,6,13,1,1,0,3,70,895,SRP(ROURKELA),26,31,771,2
ODISHA,SRP(ROURKELA),2016,8,0,0,2,0,4,8,7,1,1,7,16,16,306,28,277,0,1,4,1,0,0,2,16,1,0,1,2,94,803,SRP(ROURKELA),14,33,651,6
ODISHA,SRP(ROURKELA),2017,5,8,1,2,3,4,0,5,2,0,16,29,32,396,36,350,1,0,0,2,1,0,7,14,1,0,1,5,69,990,SRP(ROURKELA),29,37,859,2
ODISHA,SRP(ROURKELA),2017,6,1,2,2,2,5,7,7,0,1,7,16,16,311,34,259,0,2,4,1,0,0,4,19,0,0,2,3,94,805,SRP(ROURKELA),18,41,644,7
ODISHA,SRP(ROURKELA),2018,6,10,1,3,2,5,2,7,0,0,20,32,39,447,39,384,0,0,0,4,0,0,9,14,2,0,2,5,67,1100,SRP(ROURKELA),34,44,961,4
ODISHA,SRP(ROURKELA),2018,5,1,2,3,1,4,8,8,1,1,6,17,18,320,31,263,2,1,4,2,0,0,3,18,0,1,2,3,92,817,SRP(ROURKELA),19,40,656,7
ODISHA,SRP(ROURKELA),2019,5,12,0,2,2,5,1,10,0,0,25,38,43,532,44,430,0,0,0,3,0,0,12,15,2,0,3,6,64,1254,SRP(ROURKELA),37,51,1112,3
ODISHA,SRP(ROURKELA),2019,4,3,2,6,2,4,8,8,0,1,7,17,18,325,33,266,3,2,4,0,0,1,4,18,0,2,1,2,89,830,SRP(ROURKELA),25,45,667,6
ODISHA,SRP(ROURKELA),2020,4,12,0,1,4,6,0,12,0,1,29,44,47,583,47,494,0,2,0,4,0,1,13,17,2,0,2,7,59,1391,SRP(ROURKELA),38,57,1245,6
ODISHA,SRP(ROURKELA),2020,6,3,0,7,2,4,9,7,2,2,6,16,18,307,37,292,4,0,3,0,1,1,4,19,0,1,0,4,92,847,SRP(ROURKELA),29,44,678,3
ODISHA,SRP(ROURKELA),2021,3,13,2,4,5,7,1,15,1,0,34,51,53,668,50,529,1,3,0,4,0,2,12,18,1,0,1,6,54,1538,SRP(ROURKELA),43,63,1385,7
ODISHA,SRP(ROURKELA),2021,8,3,1,8,3,4,9,7,1,4,8,17,18,310,36,313,6,0,3,0,1,0,5,21,0,1,0,4,93,884,SRP(ROURKELA),35,49,706,3
ODISHA,SRP(ROURKELA),2022,2,15,1,5,4,7,1,17,1,0,39,55,62,716,55,548,0,3,0,4,0,2,12,19,0,1,1,6,50,1626,SRP(ROURKELA),43,66,1475,7
ODISHA,SRP(ROURKELA),2022,8,2,0,8,3,4,11,7,0,6,7,16,20,292,37,296,6,0,4,0,0,0,5,21,0,1,0,4,103,861,SRP(ROURKELA),33,49,674,4
ODISHA,SRP(ROURKELA),2023,2,18,2,5,5,6,0,19,1,0,45,63,67,753,58,600,0,3,1,4,0,1,11,19,1,2,0,5,41,1732,SRP(ROURKELA),44,68,1586,8
ODISHA,SRP(ROURKELA),2023,9,2,0,8,3,4,10,9,0,8,6,15,20,299,37,304,6,0,3,0,1,1,5,23,0,0,2,3,107,885,SRP(ROURKELA),34,54,689,3
ODISHA,SUNDARGARH,2001,72,46,0,36,0,36,26,19,7,5,1,38,106,171,13,158,54,7,19,0,5,331,4,82,10,7,0,62,570,1885,SUNDARGARH,605,194,492,26
ODISHA,SUNDARGARH,2002,87,57,2,21,0,21,15,11,4,6,2,44,80,167,14,153,29,9,22,0,15,736,4,55,9,27,0,124,210,1924,SUNDARGARH,1060,148,466,31
ODISHA,SUNDARGARH,2003,83,41,2,21,0,21,9,6,3,5,2,16,80,131,18,113,32,4,36,1,4,685,5,52,10,22,0,150,116,1668,SUNDARGARH,1019,137,365,41
ODISHA,SUNDARGARH,2004,68,52,1,17,0,17,11,10,1,10,0,25,92,160,15,145,33,14,30,0,9,729,2,83,13,17,0,192,154,1900,SUNDARGARH,1094,159,447,44
ODISHA,SUNDARGARH,2005,82,45,4,32,0,32,8,5,3,11,2,22,73,179,24,155,35,5,22,3,2,740,2,49,7,27,0,236,169,1974,SUNDARGARH,1176,154,466,30
ODISHA,SUNDARGARH,2006,73,38,1,39,0,39,18,15,3,12,5,35,82,191,36,155,43,8,27,0,7,388,0,70,6,8,0,254,472,2025,SUNDARGARH,836,177,516,35
ODISHA,SUNDARGARH,2007,85,60,0,43,0,43,42,35,7,20,1,38,84,212,40,172,34,18,17,0,9,443,2,77,5,12,0,256,464,2219,SUNDARGARH,923,217,567,35
ODISHA,SUNDARGARH,2008,48,49,0,38,0,38,17,15,2,13,2,48,65,163,20,143,40,13,10,1,12,241,7,65,8,6,0,144,367,1575,SUNDARGARH,567,177,454,24
ODISHA,SUNDARGARH,2009,30,47,1,20,0,20,15,13,2,16,2,40,65,134,29,105,24,6,12,2,12,313,4,41,5,11,0,161,235,1365,SUNDARGARH,600,114,391,20
ODISHA,SUNDARGARH,2010,54,24,1,24,0,24,19,16,3,10,2,52,51,140,30,110,38,9,8,1,7,415,2,19,1,10,0,184,107,1361,SUNDARGARH,742,96,395,18
ODISHA,SUNDARGARH,2011,63,42,1,25,0,25,15,12,3,5,1,46,44,172,47,125,35,2,11,0,15,396,5,66,2,7,0,167,119,1451,SUNDARGARH,734,142,440,13
ODISHA,SUNDARGARH,2012,48,59,1,40,0,40,25,15,10,4,1,48,62,174,31,143,50,10,10,1,7,451,8,73,5,14,0,153,126,1609,SUNDARGARH,810,195,463,21
ODISHA,SUNDARGARH,2013,59,55,1,53,0,53,44,32,12,7,3,21,71,199,42,157,38,6,37,0,9,457,8,88,3,25,0,207,185,1872,SUNDARGARH,878,262,500,43
ODISHA,SUNDARGARH,2014,54,63,0,44,0,49,29,16,12,7,3,53,61,198,31,150,62,9,10,0,4,487,8,77,6,13,1,146,106,1699,SUNDARGARH,864,214,503,19
ODISHA,SUNDARGARH,2014,62,60,1,57,0,55,47,34,11,7,5,22,77,202,42,166,37,6,36,1,8,498,7,98,4,24,1,234,177,1979,SUNDARGARH,956,280,521,43
ODISHA,SUNDARGARH,2015,64,67,0,53,0,56,35,17,14,6,2,58,61,227,31,166,73,10,8,0,4,568,10,79,7,13,1,145,93,1868,SUNDARGARH,980,236,551,18
ODISHA,SUNDARGARH,2015,61,56,5,59,0,56,47,33,11,8,6,23,80,198,44,170,41,6,39,1,8,468,8,106,6,26,1,254,178,1999,SUNDARGARH,952,295,529,46
ODISHA,SUNDARGARH,2016,75,67,1,62,0,64,42,19,15,6,2,66,65,256,31,185,90,11,7,2,2,631,12,88,8,15,1,138,77,2038,SUNDARGARH,1076,269,611,20
ODISHA,SUNDARGARH,2016,64,59,3,58,0,52,45,33,11,8,7,21,76,194,42,178,43,7,39,1,7,517,9,107,6,31,0,244,179,2041,SUNDARGARH,997,296,526,47
ODISHA,SUNDARGARH,2017,88,76,0,72,1,70,48,20,19,4,2,75,66,277,35,202,112,14,7,1,3,695,15,100,8,17,1,126,63,2217,SUNDARGARH,1184,304,661,22
ODISHA,SUNDARGARH,2017,70,56,2,62,0,51,44,36,12,7,7,22,75,205,43,177,44,7,40,1,8,546,11,114,7,35,0,255,185,2122,SUNDARGARH,1046,316,536,48
ODISHA,SUNDARGARH,2018,102,72,1,81,2,77,59,21,23,3,1,82,64,269,36,213,130,16,6,0,2,791,17,115,9,18,1,115,52,2378,SUNDARGARH,1309,341,668,22
ODISHA,SUNDARGARH,2018,73,54,3,57,0,50,45,36,11,6,7,22,79,219,45,194,47,7,44,1,8,510,10,125,8,34,0,261,182,2138,SUNDARGARH,1015,320,572,52
ODISHA,SUNDARGARH,2019,128,76,2,93,2,89,65,22,27,3,1,81,61,306,38,242,151,18,6,0,2,933,23,131,8,19,1,109,48,2685,SUNDARGARH,1515,388,732,24
ODISHA,SUNDARGARH,2019,72,58,4,56,0,55,46,40,12,6,5,24,79,208,44,198,50,7,45,1,9,560,12,134,9,36,0,263,192,2225,SUNDARGARH,1075,342,564,53
