state_ut,district,year,voilent_crime_total,women_crime_total,property_crime_total,economic_crime_total,total_ipc_crimes
UTTAR PRADESH,JAUNPUR,2016,843,494,813,137,2848
UTTAR PRADESH,JAUNPUR,2017,699,338,546,63,2085
UTTAR PRADESH,JAUNPUR,2017,891,510,815,137,2939
UTTAR PRADESH,JAUNPUR,2018,668,363,580,58,2105
UTTAR PRADESH,JAUNPUR,2018,924,521,816,137,2984
UTTAR PRADESH,JAUNPUR,2019,689,385,596,55,2134
UTTAR PRADESH,JAUNPUR,2019,970,547,818,136,3068
UTTAR PRADESH,JAUNPUR,2020,698,425,641,54,2253
UTTAR PRADESH,JAUNPUR,2020,1003,554,813,139,3126
UTTAR PRADESH,JAUNPUR,2021,693,479,703,50,2365
UTTAR PRADESH,JAUNPUR,2021,1024,570,804,152,3166
UTTAR PRADESH,JAUNPUR,2022,699,576,750,45,2549
UTTAR PRADESH,JAUNPUR,2022,1033,569,817,151,3262
UTTAR PRADESH,JAUNPUR,2023,665,629,806,47,2605
UTTAR PRADESH,JAUNPUR,2023,1071,588,845,154,3366
UTTAR PRADESH,JHANSI,2001,519,218,653,92,2299
UTTAR PRADESH,JHANSI,2002,364,118,453,72,1653
UTTAR PRADESH,JHANSI,2003,222,242,334,37,1663
UTTAR PRADESH,JHANSI,2004,426,196,403,59,1885
UTTAR PRADESH,JHANSI,2005,226,117,297,64,1010
UTTAR PRADESH,JHANSI,2006,212,125,294,53,975
UTTAR PRADESH,JHANSI,2007,238,174,421,100,1396
UTTAR PRADESH,JHANSI,2008,193,139,319,95,1177
UTTAR PRADESH,JHANSI,2009,205,168,462,90,1402
UTTAR PRADESH,JHANSI,2010,225,133,305,88,1287
UTTAR PRADESH,JHANSI,2011,398,255,922,121,2437
UTTAR PRADESH,JHANSI,2012,605,221,804,103,2455
UTTAR PRADESH,JHANSI,2013,648,316,669,101,2338
UTTAR PRADESH,JHANSI,2014,718,245,920,113,2808
UTTAR PRADESH,JHANSI,2014,672,326,708,103,2428
UTTAR PRADESH,JHANSI,2015,802,284,1032,113,3124
UTTAR PRADESH,JHANSI,2015,673,340,692,103,2358
UTTAR PRADESH,JHANSI,2016,909,320,1208,117,3580
UTTAR PRADESH,JHANSI,2016,680,350,717,107,2437
UTTAR PRADESH,JHANSI,2017,1064,355,1445,122,4118
UTTAR PRADESH,JHANSI,2017,691,348,727,108,2477
UTTAR PRADESH,JHANSI,2018,1234,386,1669,127,4692
UTTAR PRADESH,JHANSI,2018,717,374,728,108,2532
UTTAR PRADESH,JHANSI,2019,1435,434,1897,132,5279
UTTAR PRADESH,JHANSI,2019,754,386,786,106,2600
UTTAR PRADESH,JHANSI,2020,1720,490,2237,132,6177
UTTAR PRADESH,JHANSI,2020,779,392,839,102,2671
UTTAR PRADESH,JHANSI,2021,1919,557,2491,137,6877
UTTAR PRADESH,JHANSI,2021,791,407,858,102,2763
UTTAR PRADESH,JHANSI,2022,2233,632,2952,145,8058
UTTAR PRADESH,JHANSI,2022,829,432,848,108,2825
UTTAR PRADESH,JHANSI,2023,2478,684,3507,155,9009
UTTAR PRADESH,JHANSI,2023,858,450,842,115,2912
UTTAR PRADESH,KANNAUJ,2001,342,145,283,57,1408
UTTAR PRADESH,KANNAUJ,2002,291,92,198,37,1024
UTTAR PRADESH,KANNAUJ,2003,152,117,142,37,951
UTTAR PRADESH,KANNAUJ,2004,236,144,190,55,1084
UTTAR PRADESH,KANNAUJ,2005,297,142,212,55,1057
UTTAR PRADESH,KANNAUJ,2006,241,157,222,40,1070
UTTAR PRADESH,KANNAUJ,2007,304,200,190,65,1200
UTTAR PRADESH,KANNAUJ,2008,301,216,181,86,1283
UTTAR PRADESH,KANNAUJ,2009,280,210,180,78,1320
UTTAR PRADESH,KANNAUJ,2010,338,141,126,41,1052
UTTAR PRADESH,KANNAUJ,2011,323,310,240,119,2278
UTTAR PRADESH,KANNAUJ,2012,355,268,304,101,1915
UTTAR PRADESH,KANNAUJ,2013,293,241,332,62,1757
UTTAR PRADESH,KANNAUJ,2014,413,291,358,114,2228
UTTAR PRADESH,KANNAUJ,2014,304,253,329,62,1877
UTTAR PRADESH,KANNAUJ,2015,466,327,421,126,2617
UTTAR PRADESH,KANNAUJ,2015,317,259,346,67,1878
UTTAR PRADESH,KANNAUJ,2016,524,359,471,146,3037
UTTAR PRADESH,KANNAUJ,2016,342,270,358,70,1995
UTTAR PRADESH,KANNAUJ,2017,576,410,541,147,3424
UTTAR PRADESH,KANNAUJ,2017,354,276,361,66,2070
UTTAR PRADESH,KANNAUJ,2018,628,461,634,155,3896
UTTAR PRADESH,KANNAUJ,2018,339,288,383,71,2120
UTTAR PRADESH,KANNAUJ,2019,708,529,704,180,4508
UTTAR PRADESH,KANNAUJ,2019,329,280,391,75,2101
UTTAR PRADESH,KANNAUJ,2020,778,595,780,213,5064
UTTAR PRADESH,KANNAUJ,2020,319,293,407,76,2078
UTTAR PRADESH,KANNAUJ,2021,856,665,848,241,5680
UTTAR PRADESH,KANNAUJ,2021,316,283,438,83,2133
UTTAR PRADESH,KANNAUJ,2022,924,744,982,285,6278
UTTAR PRADESH,KANNAUJ,2022,326,288,450,82,2218
UTTAR PRADESH,KANNAUJ,2023,1010,831,1115,332,6934
UTTAR PRADESH,KANNAUJ,2023,337,297,453,80,2253
UTTAR PRADESH,KANPUR DEHAT,2001,711,246,373,62,1792
UTTAR PRADESH,KANPUR DEHAT,2002,616,196,333,62,1610
UTTAR PRADESH,KANPUR DEHAT,2003,387,206,260,24,1357
UTTAR PRADESH,KANPUR DEHAT,2004,521,190,335,58,1590
UTTAR PRADESH,KANPUR DEHAT,2005,589,191,332,54,1662
UTTAR PRADESH,KANPUR DEHAT,2006,576,206,279,52,1413
UTTAR PRADESH,KANPUR DEHAT,2007,661,297,283,134,2009
UTTAR PRADESH,KANPUR DEHAT,2008,640,412,335,129,2320
UTTAR PRADESH,KANPUR DEHAT,2009,684,301,268,99,2012
UTTAR PRADESH,KANPUR DEHAT,2013,691,276,247,102,2245
UTTAR PRADESH,KANPUR DEHAT,2014,710,318,261,111,2155
UTTAR PRADESH,KANPUR DEHAT,2014,700,273,260,107,2283
UTTAR PRADESH,KANPUR DEHAT,2015,768,342,266,130,2405
UTTAR PRADESH,KANPUR DEHAT,2015,723,283,269,108,2320
UTTAR PRADESH,KANPUR DEHAT,2016,842,378,289,149,2622
UTTAR PRADESH,KANPUR DEHAT,2016,753,276,275,109,2375
UTTAR PRADESH,KANPUR DEHAT,2017,891,405,298,176,2895
UTTAR PRADESH,KANPUR DEHAT,2017,757,288,274,117,2487
UTTAR PRADESH,KANPUR DEHAT,2018,956,441,312,195,3277
UTTAR PRADESH,KANPUR DEHAT,2018,757,306,273,117,2556
UTTAR PRADESH,KANPUR DEHAT,2019,1020,504,310,220,3721
UTTAR PRADESH,KANPUR DEHAT,2019,757,315,287,115,2604
UTTAR PRADESH,KANPUR DEHAT,2020,1112,564,328,247,4169
UTTAR PRADESH,KANPUR DEHAT,2020,752,331,295,112,2631
UTTAR PRADESH,KANPUR DEHAT,2021,1223,643,361,289,4772
UTTAR PRADESH,KANPUR DEHAT,2021,784,337,305,118,2662
UTTAR PRADESH,KANPUR DEHAT,2022,1352,734,397,321,5256
UTTAR PRADESH,KANPUR DEHAT,2022,808,344,313,124,2750
UTTAR PRADESH,KANPUR DEHAT,2023,1482,806,427,389,5900
UTTAR PRADESH,KANPUR DEHAT,2023,814,355,329,114,2845
UTTAR PRADESH,KANPUR NAGAR,2001,2212,1009,3138,481,8374
UTTAR PRADESH,KANPUR NAGAR,2002,1711,741,2699,385,7254
UTTAR PRADESH,KANPUR NAGAR,2003,1048,429,1907,197,4169
UTTAR PRADESH,KANPUR NAGAR,2004,1236,650,2109,316,5593
UTTAR PRADESH,KANPUR NAGAR,2005,1033,652,1801,367,4646
UTTAR PRADESH,KANPUR NAGAR,2006,979,724,1921,385,5717
UTTAR PRADESH,KANPUR NAGAR,2007,1359,1313,2833,866,9549
UTTAR PRADESH,KANPUR NAGAR,2008,1331,1803,3037,997,10546
UTTAR PRADESH,KANPUR NAGAR,2009,1467,1250,2547,660,8228
UTTAR PRADESH,KANPUR NAGAR,2010,1588,1011,2721,729,8431
UTTAR PRADESH,KANPUR NAGAR,2011,1419,940,3939,753,9813
UTTAR PRADESH,KANPUR NAGAR,2012,1311,874,3410,699,8905
UTTAR PRADESH,KANPUR NAGAR,2013,1165,735,2642,553,8557
UTTAR PRADESH,KANPUR NAGAR,2014,1293,873,3842,748,9478
UTTAR PRADESH,KANPUR NAGAR,2014,1168,751,2631,527,8688
UTTAR PRADESH,KANPUR NAGAR,2015,1303,874,4121,761,9975
UTTAR PRADESH,KANPUR NAGAR,2015,1186,749,2617,551,8888
UTTAR PRADESH,KANPUR NAGAR,2016,1315,896,4573,806,10648
UTTAR PRADESH,KANPUR NAGAR,2016,1221,774,2589,563,8707
UTTAR PRADESH,KANPUR NAGAR,2017,1320,888,5071,864,11225
UTTAR PRADESH,KANPUR NAGAR,2017,1256,828,2688,536,8848
UTTAR PRADESH,KANPUR NAGAR,2018,1364,909,5582,923,11823
UTTAR PRADESH,KANPUR NAGAR,2018,1295,843,2731,526,8795
UTTAR PRADESH,KANPUR NAGAR,2019,1490,964,5976,1003,12659
UTTAR PRADESH,KANPUR NAGAR,2019,1303,897,2705,536,9108
UTTAR PRADESH,KANPUR NAGAR,2020,1537,982,6686,1058,13567
UTTAR PRADESH,KANPUR NAGAR,2020,1325,909,2812,587,9395
UTTAR PRADESH,KANPUR NAGAR,2021,1547,997,7762,1010,14441
UTTAR PRADESH,KANPUR NAGAR,2021,1430,861,2931,607,9820
UTTAR PRADESH,KANPUR NAGAR,2022,1575,1029,8454,1012,15343
UTTAR PRADESH,KANPUR NAGAR,2022,1458,889,2973,628,9644
UTTAR PRADESH,KANPUR NAGAR,2023,1628,1042,9760,1017,16656
UTTAR PRADESH,KANPUR NAGAR,2023,1508,886,3029,663,9977
UTTAR PRADESH,KANSHIRAM NAGAR,2008,276,164,192,34,1040
UTTAR PRADESH,KANSHIRAM NAGAR,2009,454,142,183,44,1090
UTTAR PRADESH,KANSHIRAM NAGAR,2010,314,132,189,46,971
UTTAR PRADESH,KANSHIRAM NAGAR,2011,369,167,222,50,1162
UTTAR PRADESH,KANSHIRAM NAGAR,2012,413,180,299,75,1339
UTTAR PRADESH,KANSHIRAM NAGAR,2014,413,196,333,90,1473
UTTAR PRADESH,KANSHIRAM NAGAR,2015,426,214,373,102,1592
UTTAR PRADESH,KANSHIRAM NAGAR,2016,447,234,407,123,1741
UTTAR PRADESH,KANSHIRAM NAGAR,2017,477,250,471,150,1938
UTTAR PRADESH,KANSHIRAM NAGAR,2018,483,279,530,165,2163
UTTAR PRADESH,KANSHIRAM NAGAR,2019,509,322,617,191,2435
UTTAR PRADESH,KANSHIRAM NAGAR,2020,546,346,706,224,2701
UTTAR PRADESH,KANSHIRAM NAGAR,2021,559,404,801,269,3010
UTTAR PRADESH,KANSHIRAM NAGAR,2022,578,453,924,291,3364
UTTAR PRADESH,KANSHIRAM NAGAR,2023,608,542,1075,319,3818
UTTAR PRADESH,KASGANJ,2013,468,217,380,71,1620
UTTAR PRADESH,KASGANJ,2014,470,228,385,74,1642
UTTAR PRADESH,KASGANJ,2015,475,230,391,77,1668
UTTAR PRADESH,KASGANJ,2016,477,237,391,84,1671
UTTAR PRADESH,KASGANJ,2017,499,245,394,86,1681
UTTAR PRADESH,KASGANJ,2018,521,240,423,86,1722
UTTAR PRADESH,KASGANJ,2019,532,257,432,90,1757
UTTAR PRADESH,KASGANJ,2020,563,270,436,98,1817
UTTAR PRADESH,KASGANJ,2021,581,288,436,96,1886
UTTAR PRADESH,KASGANJ,2022,605,303,435,97,1954
UTTAR PRADESH,KASGANJ,2023,636,315,433,97,2001
UTTAR PRADESH,KAUSHAMBI,2001,630,228,427,45,1657
UTTAR PRADESH,KAUSHAMBI,2002,386,143,223,50,1081
UTTAR PRADESH,KAUSHAMBI,2003,287,75,131,21,573
UTTAR PRADESH,KAUSHAMBI,2004,275,116,199,24,862
UTTAR PRADESH,KAUSHAMBI,2005,331,77,142,29,786
UTTAR PRADESH,KAUSHAMBI,2006,301,118,136,15,812
UTTAR PRADESH,KAUSHAMBI,2007,362,246,229,53,1303
UTTAR PRADESH,KAUSHAMBI,2008,419,308,334,110,1853
UTTAR PRADESH,KAUSHAMBI,2009,385,234,244,59,1460
UTTAR PRADESH,KAUSHAMBI,2010,404,167,180,60,1301
UTTAR PRADESH,KAUSHAMBI,2011,346,175,341,79,1593
UTTAR PRADESH,KAUSHAMBI,2012,319,168,239,80,1455
UTTAR PRADESH,KAUSHAMBI,2013,349,307,255,93,1788
UTTAR PRADESH,KAUSHAMBI,2014,310,159,242,89,1505
UTTAR PRADESH,KAUSHAMBI,2014,365,318,260,96,1798
UTTAR PRADESH,KAUSHAMBI,2015,301,163,249,96,1552
UTTAR PRADESH,KAUSHAMBI,2015,377,327,262,105,1867
UTTAR PRADESH,KAUSHAMBI,2016,291,170,246,111,1563
UTTAR PRADESH,KAUSHAMBI,2016,387,341,269,105,1904
UTTAR PRADESH,KAUSHAMBI,2017,268,183,256,135,1636
UTTAR PRADESH,KAUSHAMBI,2017,394,331,271,111,1912
UTTAR PRADESH,KAUSHAMBI,2018,264,185,258,157,1754
UTTAR PRADESH,KAUSHAMBI,2018,404,360,279,112,1966
UTTAR PRADESH,KAUSHAMBI,2019,258,192,260,190,1755
UTTAR PRADESH,KAUSHAMBI,2019,417,365,291,119,2003
UTTAR PRADESH,KAUSHAMBI,2020,250,203,259,225,1861
UTTAR PRADESH,KAUSHAMBI,2020,443,378,297,123,2088
UTTAR PRADESH,KAUSHAMBI,2021,240,204,273,248,1974
UTTAR PRADESH,KAUSHAMBI,2021,442,394,311,128,2152
UTTAR PRADESH,KAUSHAMBI,2022,227,230,282,280,2118
UTTAR PRADESH,KAUSHAMBI,2022,460,412,328,138,2225
UTTAR PRADESH,KAUSHAMBI,2023,218,255,296,324,2354
UTTAR PRADESH,KAUSHAMBI,2023,478,449,343,148,2339
UTTAR PRADESH,KHIRI,2001,1248,605,1245,141,4441
UTTAR PRADESH,KHIRI,2002,889,354,672,74,2825
UTTAR PRADESH,KHIRI,2003,580,434,476,72,2357
UTTAR PRADESH,KHIRI,2004,925,486,825,117,3139
UTTAR PRADESH,KHIRI,2005,984,397,567,77,2606
UTTAR PRADESH,KHIRI,2006,891,322,421,77,2403
UTTAR PRADESH,KHIRI,2007,696,363,648,130,2706
UTTAR PRADESH,KHIRI,2008,898,446,706,158,3230
UTTAR PRADESH,KHIRI,2009,747,360,584,109,2745
UTTAR PRADESH,KHIRI,2010,773,239,502,102,2638
UTTAR PRADESH,KHIRI,2011,911,392,664,103,3313
UTTAR PRADESH,KHIRI,2012,1024,404,910,89,3550
UTTAR PRADESH,KHIRI,2013,1172,581,1228,161,4404
UTTAR PRADESH,KHIRI,2014,1179,430,999,81,3881
UTTAR PRADESH,KHIRI,2014,1240,576,1268,167,4476
UTTAR PRADESH,KHIRI,2015,1316,454,1135,75,4287
UTTAR PRADESH,KHIRI,2015,1245,574,1264,172,4407
UTTAR PRADESH,KHIRI,2016,1480,504,1270,69,4634
UTTAR PRADESH,KHIRI,2016,1279,587,1307,172,4564
UTTAR PRADESH,KHIRI,2017,1633,550,1421,63,5006
UTTAR PRADESH,KHIRI,2017,1296,594,1401,169,4754
UTTAR PRADESH,KHIRI,2018,1889,605,1602,61,5498
UTTAR PRADESH,KHIRI,2018,1307,609,1375,189,4910
UTTAR PRADESH,KHIRI,2019,2207,702,1799,57,6297
UTTAR PRADESH,KHIRI,2019,1326,599,1443,200,5138
UTTAR PRADESH,KHIRI,2020,2480,771,2037,51,6923
UTTAR PRADESH,KHIRI,2020,1377,607,1492,208,5199
UTTAR PRADESH,KHIRI,2021,2924,843,2449,49,7969
UTTAR PRADESH,KHIRI,2021,1423,617,1653,219,5506
UTTAR PRADESH,KHIRI,2022,3219,911,2823,46,8879
UTTAR PRADESH,KHIRI,2022,1425,632,1689,233,5482
UTTAR PRADESH,KHIRI,2023,3651,995,3125,43,9896
UTTAR PRADESH,KHIRI,2023,1460,662,1741,249,5586
UTTAR PRADESH,KUSHI NAGAR,2001,684,120,286,78,1604
UTTAR PRADESH,KUSHI NAGAR,2002,536,111,264,69,1337
UTTAR PRADESH,KUSHI NAGAR,2003,310,153,184,49,824
UTTAR PRADESH,KUSHI NAGAR,2004,533,130,295,72,1352
UTTAR PRADESH,KUSHI NAGAR,2005,550,110,260,55,1244
UTTAR PRADESH,KUSHI NAGAR,2006,518,113,274,61,1142
UTTAR PRADESH,KUSHI NAGAR,2007,435,178,185,108,1237
UTTAR PRADESH,KUSHI NAGAR,2008,240,78,85,72,1035
UTTAR PRADESH,KUSHI NAGAR,2009,368,91,95,92,1114
UTTAR PRADESH,KUSHI NAGAR,2010,436,97,128,106,1284
UTTAR PRADESH,KUSHI NAGAR,2011,503,178,257,120,1729
UTTAR PRADESH,KUSHI NAGAR,2012,619,232,342,116,1972
UTTAR PRADESH,KUSHI NAGAR,2013,811,352,402,135,2334
UTTAR PRADESH,KUSHI NAGAR,2014,707,273,398,130,2205
UTTAR PRADESH,KUSHI NAGAR,2014,826,360,416,141,2435
UTTAR PRADESH,KUSHI NAGAR,2015,822,317,466,147,2494
UTTAR PRADESH,KUSHI NAGAR,2015,874,368,429,148,2571
UTTAR PRADESH,KUSHI NAGAR,2016,916,376,570,165,2837
UTTAR PRADESH,KUSHI NAGAR,2016,899,371,442,156,2670
UTTAR PRADESH,KUSHI NAGAR,2017,1044,440,668,185,3155
UTTAR PRADESH,KUSHI NAGAR,2017,918,380,470,160,2732
UTTAR PRADESH,KUSHI NAGAR,2018,1231,493,785,206,3653
UTTAR PRADESH,KUSHI NAGAR,2018,931,396,476,169,2814
UTTAR PRADESH,KUSHI NAGAR,2019,1446,569,893,232,4161
UTTAR PRADESH,KUSHI NAGAR,2019,962,394,497,185,2984
UTTAR PRADESH,KUSHI NAGAR,2020,1625,662,1073,261,4763
UTTAR PRADESH,KUSHI NAGAR,2020,990,414,493,199,3066
UTTAR PRADESH,KUSHI NAGAR,2021,1845,754,1247,270,5328
UTTAR PRADESH,KUSHI NAGAR,2021,968,427,484,196,3133
UTTAR PRADESH,KUSHI NAGAR,2022,2109,848,1465,307,6048
UTTAR PRADESH,KUSHI NAGAR,2022,969,425,510,199,3134
UTTAR PRADESH,KUSHI NAGAR,2023,2384,1005,1605,321,6781
UTTAR PRADESH,KUSHI NAGAR,2023,982,422,531,212,3215
UTTAR PRADESH,LALITPUR,2001,269,121,174,33,858
UTTAR PRADESH,LALITPUR,2002,137,62,129,22,644
UTTAR PRADESH,LALITPUR,2003,132,86,58,10,377
UTTAR PRADESH,LALITPUR,2004,132,61,126,18,510
UTTAR PRADESH,LALITPUR,2005,77,44,55,16,312
UTTAR PRADESH,LALITPUR,2006,161,95,114,31,531
UTTAR PRADESH,LALITPUR,2007,296,116,117,21,650
UTTAR PRADESH,LALITPUR,2008,114,116,139,37,579
UTTAR PRADESH,LALITPUR,2009,160,99,127,51,692
UTTAR PRADESH,LALITPUR,2010,125,65,115,38,678
UTTAR PRADESH,LALITPUR,2011,227,152,150,46,940
UTTAR PRADESH,LALITPUR,2012,153,97,148,65,793
UTTAR PRADESH,LALITPUR,2013,232,125,130,38,787
UTTAR PRADESH,LALITPUR,2014,159,114,157,70,840
UTTAR PRADESH,LALITPUR,2014,237,133,132,36,803
UTTAR PRADESH,LALITPUR,2015,155,121,170,70,930
UTTAR PRADESH,LALITPUR,2015,247,137,137,36,817
UTTAR PRADESH,LALITPUR,2016,164,127,186,74,986
UTTAR PRADESH,LALITPUR,2016,250,139,139,42,831
UTTAR PRADESH,LALITPUR,2017,166,139,188,76,1038
UTTAR PRADESH,LALITPUR,2017,256,149,143,45,869
UTTAR PRADESH,LALITPUR,2018,163,146,214,85,1103
UTTAR PRADESH,LALITPUR,2018,256,147,145,48,875
UTTAR PRADESH,LALITPUR,2019,174,163,230,92,1200
UTTAR PRADESH,LALITPUR,2019,263,151,152,53,924
UTTAR PRADESH,LALITPUR,2020,183,177,252,101,1317
UTTAR PRADESH,LALITPUR,2020,270,159,158,56,948
UTTAR PRADESH,LALITPUR,2021,194,192,284,118,1451
UTTAR PRADESH,LALITPUR,2021,273,174,173,57,989
UTTAR PRADESH,LALITPUR,2022,209,219,318,126,1589
UTTAR PRADESH,LALITPUR,2022,286,187,182,60,1048
UTTAR PRADESH,LALITPUR,2023,216,245,349,141,1786
UTTAR PRADESH,LALITPUR,2023,292,199,183,64,1068
UTTAR PRADESH,LUCKNOW,2001,1265,897,5226,698,11644
UTTAR PRADESH,LUCKNOW,2002,1108,858,5244,552,11070
UTTAR PRADESH,LUCKNOW,2003,861,784,4053,481,8715
UTTAR PRADESH,LUCKNOW,2004,1008,763,5161,543,9901
UTTAR PRADESH,LUCKNOW,2005,1183,838,5269,722,10548
UTTAR PRADESH,LUCKNOW,2006,1232,939,5305,708,10654
UTTAR PRADESH,LUCKNOW,2007,1306,1207,6156,1157,13001
UTTAR PRADESH,LUCKNOW,2008,1454,1901,7169,1752,17278
UTTAR PRADESH,LUCKNOW,2009,1130,1569,5841,1432,15336
UTTAR PRADESH,LUCKNOW,2010,1116,1436,6281,1364,15689
UTTAR PRADESH,LUCKNOW,2011,1083,1094,4860,1201,13052
UTTAR PRADESH,LUCKNOW,2012,1114,1082,5475,1369,13908
UTTAR PRADESH,LUCKNOW,2013,1098,1868,5861,1623,16653
UTTAR PRADESH,LUCKNOW,2014,1161,997,5527,1515,14210
UTTAR PRADESH,LUCKNOW,2014,1080,1918,5710,1664,16539
UTTAR PRADESH,LUCKNOW,2015,1185,956,5614,1575,14493
UTTAR PRADESH,LUCKNOW,2015,1134,1918,5699,1695,17018
UTTAR PRADESH,LUCKNOW,2016,1261,865,5523,1620,14275
UTTAR PRADESH,LUCKNOW,2016,1127,1919,5966,1759,17796
UTTAR PRADESH,LUCKNOW,2017,1289,828,5493,1658,14088
UTTAR PRADESH,LUCKNOW,2017,1142,1846,5931,1780,17699
UTTAR PRADESH,LUCKNOW,2018,1346,758,5357,1664,14144
UTTAR PRADESH,LUCKNOW,2018,1167,1856,5899,1895,17336
UTTAR PRADESH,LUCKNOW,2019,1401,699,5198,1771,13785
UTTAR PRADESH,LUCKNOW,2019,1178,1923,5816,1941,17831
UTTAR PRADESH,LUCKNOW,2020,1417,681,5534,1750,14004
UTTAR PRADESH,LUCKNOW,2020,1250,1938,5868,2056,17889
UTTAR PRADESH,LUCKNOW,2021,1487,676,5550,1814,14054
UTTAR PRADESH,LUCKNOW,2021,1233,2017,5633,2221,18342
UTTAR PRADESH,LUCKNOW,2022,1539,644,6023,1763,14664
UTTAR PRADESH,LUCKNOW,2022,1291,2053,5841,2231,18547
UTTAR PRADESH,LUCKNOW,2023,1562,621,6179,1780,14819
UTTAR PRADESH,LUCKNOW,2023,1387,2220,6023,2345,19504
UTTAR PRADESH,MAHARAJGANJ,2001,306,106,161,69,947
UTTAR PRADESH,MAHARAJGANJ,2002,302,68,111,28,741
UTTAR PRADESH,MAHARAJGANJ,2003,159,87,101,46,726
UTTAR PRADESH,MAHARAJGANJ,2004,220,84,117,29,635
UTTAR PRADESH,MAHARAJGANJ,2005,263,82,136,37,635
UTTAR PRADESH,MAHARAJGANJ,2006,255,125,142,51,767
UTTAR PRADESH,MAHARAJGANJ,2007,281,202,144,110,1211
UTTAR PRADESH,MAHARAJGANJ,2008,220,137,107,69,890
UTTAR PRADESH,MAHARAJGANJ,2009,247,142,124,99,923
UTTAR PRADESH,MAHARAJGANJ,2010,342,152,88,97,1095
UTTAR PRADESH,MAHARAJGANJ,2011,256,131,125,45,874
UTTAR PRADESH,MAHARAJGANJ,2012,560,220,247,184,1741
UTTAR PRADESH,MAHARAJGANJ,2013,421,293,237,112,1613
UTTAR PRADESH,MAHARAJGANJ,2014,637,245,279,209,1999
UTTAR PRADESH,MAHARAJGANJ,2014,430,322,248,122,1677
UTTAR PRADESH,MAHARAJGANJ,2015,718,274,301,241,2289
UTTAR PRADESH,MAHARAJGANJ,2015,435,334,244,123,1675
UTTAR PRADESH,MAHARAJGANJ,2016,800,319,347,278,2668
UTTAR PRADESH,MAHARAJGANJ,2016,438,352,257,123,1709
UTTAR PRADESH,MAHARAJGANJ,2017,912,375,388,310,3064
UTTAR PRADESH,MAHARAJGANJ,2017,443,353,267,129,1729
UTTAR PRADESH,MAHARAJGANJ,2018,1051,451,464,353,3588
UTTAR PRADESH,MAHARAJGANJ,2018,450,346,268,132,1752
UTTAR PRADESH,MAHARAJGANJ,2019,1176,530,522,379,3983
UTTAR PRADESH,MAHARAJGANJ,2019,453,360,271,132,1795
UTTAR PRADESH,MAHARAJGANJ,2020,1380,623,602,420,4597
UTTAR PRADESH,MAHARAJGANJ,2020,465,376,277,133,1867
UTTAR PRADESH,MAHARAJGANJ,2021,1496,719,681,475,5029
UTTAR PRADESH,MAHARAJGANJ,2021,486,386,280,136,1881
UTTAR PRADESH,MAHARAJGANJ,2022,1721,836,778,559,5837
UTTAR PRADESH,MAHARAJGANJ,2022,501,400,281,145,1913
UTTAR PRADESH,MAHARAJGANJ,2023,2038,946,897,675,6859
UTTAR PRADESH,MAHARAJGANJ,2023,515,417,288,147,1928
UTTAR PRADESH,MAHOBA,2001,228,71,182,22,813
UTTAR PRADESH,MAHOBA,2002,163,49,188,20,662
UTTAR PRADESH,MAHOBA,2003,123,41,101,20,433
UTTAR PRADESH,MAHOBA,2004,146,50,86,14,484
UTTAR PRADESH,MAHOBA,2005,160,30,68,13,432
UTTAR PRADESH,MAHOBA,2006,167,43,93,15,490
UTTAR PRADESH,MAHOBA,2007,140,91,136,30,572
UTTAR PRADESH,MAHOBA,2008,162,131,163,44,741
UTTAR PRADESH,MAHOBA,2009,150,108,141,52,641
UTTAR PRADESH,MAHOBA,2010,155,93,138,22,667
UTTAR PRADESH,MAHOBA,2011,143,150,183,58,761
UTTAR PRADESH,MAHOBA,2012,179,167,223,53,936
UTTAR PRADESH,MAHOBA,2013,195,208,217,44,998
UTTAR PRADESH,MAHOBA,2014,195,196,266,55,1078
UTTAR PRADESH,MAHOBA,2014,199,220,217,44,1024
UTTAR PRADESH,MAHOBA,2015,221,228,312,58,1218
UTTAR PRADESH,MAHOBA,2015,213,231,229,48,1082
UTTAR PRADESH,MAHOBA,2016,247,270,349,59,1348
UTTAR PRADESH,MAHOBA,2016,221,239,237,50,1114
UTTAR PRADESH,MAHOBA,2017,289,312,393,63,1544
UTTAR PRADESH,MAHOBA,2017,224,238,236,49,1137
UTTAR PRADESH,MAHOBA,2018,333,364,447,64,1789
UTTAR PRADESH,MAHOBA,2018,235,249,237,48,1158
UTTAR PRADESH,MAHOBA,2019,379,414,509,61,2034
UTTAR PRADESH,MAHOBA,2019,246,253,243,52,1173
UTTAR PRADESH,MAHOBA,2020,407,472,589,61,2322
UTTAR PRADESH,MAHOBA,2020,256,261,256,52,1224
UTTAR PRADESH,MAHOBA,2021,457,527,676,64,2691
UTTAR PRADESH,MAHOBA,2021,254,270,256,54,1233
UTTAR PRADESH,MAHOBA,2022,525,603,771,66,3131
UTTAR PRADESH,MAHOBA,2022,266,283,279,56,1278
UTTAR PRADESH,MAHOBA,2023,577,707,866,71,3633
UTTAR PRADESH,MAHOBA,2023,278,293,292,61,1315
UTTAR PRADESH,MAINPURI,2001,759,197,580,130,2407
UTTAR PRADESH,MAINPURI,2002,592,142,401,108,1894
UTTAR PRADESH,MAINPURI,2003,542,93,259,54,1206
UTTAR PRADESH,MAINPURI,2004,589,137,451,55,1820
UTTAR PRADESH,MAINPURI,2005,539,84,351,51,1622
