report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,case_closed_flag,case_resolution_days,victim_age_group
37999,2024-03-05 17:00:00,2024-05-02 06:00:00,02-05-24 21:24,Kolkata,278,FRAUD,16,F,Other,Other Crime,11,No,,0,,Minor
38000,2024-03-05 20:00:00,2024-05-02 07:00:00,02-05-24 8:24,Pune,315,FIREARM OFFENSE,20,F,Poison,Fire Accident,14,No,,0,,Young Adult
38001,2024-04-05 14:00:00,2024-05-02 08:00:00,03-05-24 7:08,Indore,500,KIDNAPPING,68,M,Poison,Other Crime,2,Yes,2024-07-28 14:00:00,1,114.0,Senior
38002,2024-02-05 21:00:00,2024-05-02 09:00:00,02-05-24 9:02,Kanpur,455,ASSAULT,26,F,Other,Violent Crime,10,Yes,2024-03-06 21:00:00,1,30.0,Young Adult
38003,2024-02-05 16:00:00,2024-05-02 10:00:00,02-05-24 11:43,Delhi,129,ROBBERY,11,F,Firearm,Violent Crime,10,No,,0,,Minor
38004,2024-05-05 01:00:00,2024-05-02 11:00:00,02-05-24 11:06,Kolkata,148,IDENTITY THEFT,76,F,Firearm,Violent Crime,2,No,,0,,Senior
38005,2024-05-05 00:00:00,2024-05-02 12:00:00,02-05-24 16:34,Delhi,145,FRAUD,29,F,Explosives,Other Crime,1,Yes,2024-06-21 00:00:00,1,47.0,Young Adult
38006,2024-04-05 18:00:00,2024-05-02 13:00:00,02-05-24 20:48,Hyderabad,189,EXTORTION,35,F,Other,Other Crime,12,No,,0,,Adult
38007,2024-05-05 11:00:00,2024-05-02 14:00:00,03-05-24 11:57,Meerut,591,ARSON,70,M,Poison,Fire Accident,10,No,,0,,Senior
38008,2024-04-05 07:00:00,2024-05-02 15:00:00,02-05-24 16:28,Nagpur,560,SHOPLIFTING,64,F,Explosives,Other Crime,6,No,,0,,Senior
38009,2024-04-05 19:00:00,2024-05-02 16:00:00,03-05-24 11:07,Bangalore,424,FIREARM OFFENSE,32,M,Knife,Fire Accident,1,No,,0,,Adult
38010,2024-04-05 22:00:00,2024-05-02 17:00:00,03-05-24 6:08,Kolkata,184,BURGLARY,54,M,Explosives,Other Crime,18,No,,0,,Middle Aged
38011,2024-04-05 22:00:00,2024-05-02 18:00:00,03-05-24 4:26,Kanpur,194,IDENTITY THEFT,72,F,Firearm,Violent Crime,7,No,,0,,Senior
38012,2024-03-05 22:00:00,2024-05-02 19:00:00,03-05-24 14:34,Hyderabad,247,SEXUAL ASSAULT,59,F,Firearm,Violent Crime,12,Yes,2026-11-04 22:00:00,1,974.0,Middle Aged
38013,2024-05-05 05:00:00,2024-05-02 20:00:00,03-05-24 11:54,Pune,428,SHOPLIFTING,21,F,Blunt Object,Other Crime,5,Yes,2024-05-25 05:00:00,1,20.0,Young Adult
38014,2024-05-05 12:00:00,2024-05-02 21:00:00,03-05-24 7:36,Delhi,253,PUBLIC INTOXICATION,25,F,Explosives,Other Crime,3,No,,0,,Young Adult
38015,2024-03-05 04:00:00,2024-05-02 22:00:00,03-05-24 10:34,Ahmedabad,597,EXTORTION,17,F,Poison,Other Crime,9,No,,0,,Minor
38016,2024-03-05 06:00:00,2024-05-02 23:00:00,03-05-24 11:32,Pune,382,COUNTERFEITING,18,M,Explosives,Other Crime,2,No,,0,,Young Adult
38017,2024-03-05 12:00:00,2024-05-03 00:00:00,03-05-24 22:13,Bangalore,419,ROBBERY,61,M,Blunt Object,Violent Crime,7,No,,0,,Senior
38018,2024-04-05 00:00:00,2024-05-03 01:00:00,03-05-24 8:31,Bangalore,563,CYBERCRIME,71,F,Poison,Other Crime,17,No,,0,,Senior
38019,2024-03-05 05:00:00,2024-05-03 02:00:00,03-05-24 12:00,Lucknow,195,SEXUAL ASSAULT,29,F,Poison,Violent Crime,8,No,,0,,Young Adult
38020,2024-05-05 02:00:00,2024-05-03 03:00:00,03-05-24 19:57,Delhi,374,PUBLIC INTOXICATION,40,F,Poison,Other Crime,5,Yes,2024-05-17 02:00:00,1,12.0,Adult
38021,2024-06-05 01:00:00,2024-05-03 04:00:00,03-05-24 4:33,Bhopal,566,ARSON,20,F,Other,Fire Accident,1,Yes,2024-11-07 01:00:00,1,155.0,Young Adult
38022,2024-04-05 13:00:00,2024-05-03 05:00:00,03-05-24 11:28,Kolkata,514,ROBBERY,38,F,Knife,Violent Crime,10,Yes,2024-10-26 13:00:00,1,204.0,Adult
38023,2024-05-05 02:00:00,2024-05-03 06:00:00,03-05-24 22:56,Hyderabad,513,HOMICIDE,45,F,Knife,Other Crime,7,No,,0,,Adult
38024,2024-05-05 09:00:00,2024-05-03 07:00:00,03-05-24 14:50,Indore,214,COUNTERFEITING,50,F,Explosives,Other Crime,17,No,,0,,Middle Aged
38025,2024-04-05 03:00:00,2024-05-03 08:00:00,04-05-24 3:54,Hyderabad,186,ASSAULT,25,F,Other,Violent Crime,5,Yes,2024-05-20 03:00:00,1,45.0,Young Adult
38026,2024-05-05 15:00:00,2024-05-03 09:00:00,04-05-24 4:50,Nagpur,312,SHOPLIFTING,53,F,UNKNOWN,Other Crime,3,Yes,2024-05-14 15:00:00,1,9.0,Middle Aged
38027,2024-06-05 09:00:00,2024-05-03 10:00:00,03-05-24 15:06,Faridabad,562,ASSAULT,67,F,Firearm,Violent Crime,15,No,,0,,Senior
38028,2024-04-05 15:00:00,2024-05-03 11:00:00,04-05-24 9:21,Kanpur,360,TRAFFIC VIOLATION,76,F,Poison,Traffic Fatality,7,Yes,2024-07-05 15:00:00,1,91.0,Senior
38029,2024-04-05 14:00:00,2024-05-03 12:00:00,03-05-24 15:28,Pune,180,FIREARM OFFENSE,71,M,Blunt Object,Fire Accident,17,No,,0,,Senior
38030,2024-04-05 19:00:00,2024-05-03 13:00:00,04-05-24 12:02,Bangalore,201,ILLEGAL POSSESSION,29,M,UNKNOWN,Other Crime,11,Yes,2024-02-06 19:00:00,1,-59.0,Young Adult
38031,2024-04-05 04:00:00,2024-05-03 14:00:00,03-05-24 23:39,Hyderabad,342,ASSAULT,66,F,Poison,Violent Crime,5,Yes,2024-05-14 04:00:00,1,39.0,Senior
38032,2024-05-05 14:00:00,2024-05-03 15:00:00,03-05-24 23:04,Delhi,176,TRAFFIC VIOLATION,47,F,Blunt Object,Traffic Fatality,9,Yes,2024-02-06 14:00:00,1,-89.0,Middle Aged
38033,2024-06-05 04:00:00,2024-05-03 16:00:00,04-05-24 1:30,Visakhapatnam,441,DOMESTIC VIOLENCE,73,M,UNKNOWN,Violent Crime,18,Yes,2024-07-17 04:00:00,1,42.0,Senior
38034,2024-04-05 18:00:00,2024-05-03 17:00:00,04-05-24 2:56,Lucknow,531,VANDALISM,72,F,Blunt Object,Other Crime,15,Yes,2024-07-16 18:00:00,1,102.0,Senior
38035,2024-03-05 20:00:00,2024-05-03 18:00:00,04-05-24 1:31,Varanasi,114,COUNTERFEITING,44,M,Explosives,Other Crime,2,No,,0,,Adult
38036,2024-05-05 07:00:00,2024-05-03 19:00:00,04-05-24 7:35,Bangalore,132,IDENTITY THEFT,17,F,Explosives,Violent Crime,7,Yes,2024-06-14 07:00:00,1,40.0,Minor
38037,2024-06-05 03:00:00,2024-05-03 20:00:00,04-05-24 7:02,Mumbai,356,BURGLARY,76,F,Knife,Other Crime,7,No,,0,,Senior
38038,2024-06-05 16:00:00,2024-05-03 21:00:00,04-05-24 4:07,Delhi,271,SEXUAL ASSAULT,55,M,Firearm,Violent Crime,5,Yes,2025-02-14 16:00:00,1,254.0,Middle Aged
38039,2024-04-05 10:00:00,2024-05-03 22:00:00,04-05-24 12:23,Mumbai,444,BURGLARY,23,F,Blunt Object,Other Crime,5,No,,0,,Young Adult
38040,2024-06-05 11:00:00,2024-05-03 23:00:00,04-05-24 6:54,Nagpur,523,FRAUD,22,F,Firearm,Other Crime,5,No,,0,,Young Adult
38041,2024-06-05 03:00:00,2024-05-04 00:00:00,04-05-24 23:36,Kanpur,469,EXTORTION,21,M,Other,Other Crime,2,Yes,2024-05-25 03:00:00,1,-11.0,Young Adult
38042,2024-05-05 17:00:00,2024-05-04 01:00:00,04-05-24 23:06,Visakhapatnam,109,TRAFFIC VIOLATION,79,F,Poison,Traffic Fatality,18,Yes,2024-05-21 17:00:00,1,16.0,Senior
38043,2024-05-05 16:00:00,2024-05-04 02:00:00,04-05-24 15:59,Rajkot,150,TRAFFIC VIOLATION,66,F,Blunt Object,Traffic Fatality,2,Yes,2024-01-06 16:00:00,1,-120.0,Senior
38044,2024-04-05 19:00:00,2024-05-04 03:00:00,04-05-24 14:45,Delhi,434,KIDNAPPING,41,F,Poison,Other Crime,10,Yes,2024-07-13 19:00:00,1,99.0,Adult
38045,2024-05-05 00:00:00,2024-05-04 04:00:00,04-05-24 15:15,Srinagar,208,SEXUAL ASSAULT,24,M,Explosives,Violent Crime,15,No,,0,,Young Adult
38046,2024-05-05 19:00:00,2024-05-04 05:00:00,04-05-24 18:33,Jaipur,540,FIREARM OFFENSE,79,F,Other,Fire Accident,19,No,,0,,Senior
38047,2024-04-05 08:00:00,2024-05-04 06:00:00,04-05-24 10:36,Jaipur,532,BURGLARY,32,M,Blunt Object,Other Crime,5,Yes,2024-09-17 08:00:00,1,165.0,Adult
38048,2024-05-05 06:00:00,2024-05-04 07:00:00,05-05-24 5:48,Rajkot,311,FIREARM OFFENSE,43,M,Other,Fire Accident,19,No,,0,,Adult
38049,2024-06-05 10:00:00,2024-05-04 08:00:00,04-05-24 22:21,Ahmedabad,467,SEXUAL ASSAULT,71,M,Blunt Object,Violent Crime,17,Yes,2025-09-18 10:00:00,1,470.0,Senior
38050,2024-04-05 23:00:00,2024-05-04 09:00:00,04-05-24 12:39,Delhi,462,IDENTITY THEFT,46,F,UNKNOWN,Violent Crime,6,No,,0,,Middle Aged
38051,2024-06-05 08:00:00,2024-05-04 10:00:00,04-05-24 16:55,Hyderabad,413,EXTORTION,64,F,UNKNOWN,Other Crime,16,No,,0,,Senior
38052,2024-05-05 02:00:00,2024-05-04 11:00:00,04-05-24 12:09,Visakhapatnam,409,PUBLIC INTOXICATION,24,M,Poison,Other Crime,7,Yes,2024-12-05 02:00:00,1,214.0,Young Adult
38053,2024-06-05 10:00:00,2024-05-04 12:00:00,05-05-24 1:43,Mumbai,293,VANDALISM,64,F,Explosives,Other Crime,8,Yes,2024-05-22 10:00:00,1,-14.0,Senior
38054,2024-07-05 03:00:00,2024-05-04 13:00:00,04-05-24 15:14,Delhi,102,FRAUD,72,F,Blunt Object,Other Crime,5,No,,0,,Senior
38055,2024-05-05 01:00:00,2024-05-04 14:00:00,05-05-24 4:56,Delhi,217,IDENTITY THEFT,46,F,Firearm,Violent Crime,18,Yes,2024-06-23 01:00:00,1,49.0,Middle Aged
38056,2024-06-05 18:00:00,2024-05-04 15:00:00,05-05-24 10:51,Delhi,314,FIREARM OFFENSE,66,M,Blunt Object,Fire Accident,6,Yes,2024-05-25 18:00:00,1,-11.0,Senior
38057,2024-06-05 01:00:00,2024-05-04 16:00:00,04-05-24 17:01,Delhi,569,EXTORTION,69,F,Knife,Other Crime,15,Yes,2024-05-15 01:00:00,1,-21.0,Senior
38058,2024-05-05 14:00:00,2024-05-04 17:00:00,05-05-24 8:55,Bangalore,373,TRAFFIC VIOLATION,15,F,Poison,Traffic Fatality,13,No,,0,,Minor
38059,2024-06-05 15:00:00,2024-05-04 18:00:00,04-05-24 19:14,Bhopal,254,PUBLIC INTOXICATION,11,F,Firearm,Other Crime,17,Yes,2024-04-06 15:00:00,1,-60.0,Minor
38060,2024-07-05 16:00:00,2024-05-04 19:00:00,05-05-24 2:11,Delhi,388,PUBLIC INTOXICATION,26,F,Blunt Object,Other Crime,2,Yes,2024-05-16 16:00:00,1,-50.0,Young Adult
38061,2024-07-05 05:00:00,2024-05-04 20:00:00,05-05-24 17:54,Lucknow,209,ARSON,14,F,Knife,Fire Accident,17,Yes,2024-06-28 05:00:00,1,-7.0,Minor
38062,2024-07-05 01:00:00,2024-05-04 21:00:00,04-05-24 23:27,Pune,186,CYBERCRIME,27,M,Blunt Object,Other Crime,15,No,,0,,Young Adult
38063,2024-07-05 06:00:00,2024-05-04 22:00:00,05-05-24 16:40,Varanasi,231,HOMICIDE,30,M,Knife,Other Crime,8,No,,0,,Young Adult
38064,2024-07-05 18:00:00,2024-05-04 23:00:00,05-05-24 12:53,Bangalore,168,KIDNAPPING,52,F,Poison,Other Crime,8,Yes,2024-09-07 18:00:00,1,64.0,Middle Aged
38065,2024-05-05 09:00:00,2024-05-05 00:00:00,05-05-24 14:18,Hyderabad,471,KIDNAPPING,71,F,Blunt Object,Other Crime,7,Yes,2024-06-07 09:00:00,1,33.0,Senior
38066,2024-06-05 15:00:00,2024-05-05 01:00:00,05-05-24 10:30,Chennai,526,FRAUD,54,F,Poison,Other Crime,18,No,,0,,Middle Aged
38067,2024-07-05 05:00:00,2024-05-05 02:00:00,05-05-24 19:02,Mumbai,496,SEXUAL ASSAULT,13,M,Knife,Violent Crime,5,No,,0,,Minor
38068,2024-07-05 04:00:00,2024-05-05 03:00:00,05-05-24 15:18,Delhi,468,PUBLIC INTOXICATION,42,F,Blunt Object,Other Crime,7,No,,0,,Adult
38069,2024-06-05 01:00:00,2024-05-05 04:00:00,05-05-24 19:37,Delhi,361,KIDNAPPING,76,F,UNKNOWN,Other Crime,5,Yes,2024-06-30 01:00:00,1,25.0,Senior
38070,2024-08-05 03:00:00,2024-05-05 05:00:00,05-05-24 22:40,Chennai,504,HOMICIDE,43,F,Other,Other Crime,15,No,,0,,Adult
38071,2024-05-05 15:00:00,2024-05-05 06:00:00,06-05-24 2:48,Nagpur,141,VEHICLE - STOLEN,25,F,Blunt Object,Violent Crime,12,No,,0,,Young Adult
38072,2024-07-05 11:00:00,2024-05-05 07:00:00,05-05-24 9:20,Patna,265,KIDNAPPING,38,F,Knife,Other Crime,1,No,,0,,Adult
38073,2024-06-05 19:00:00,2024-05-05 08:00:00,06-05-24 5:44,Chennai,542,ROBBERY,74,F,Blunt Object,Violent Crime,1,Yes,2024-06-10 19:00:00,1,5.0,Senior
38074,2024-05-05 23:00:00,2024-05-05 09:00:00,06-05-24 6:24,Kanpur,293,ARSON,71,M,Explosives,Fire Accident,5,No,,0,,Senior
38075,2024-05-05 12:00:00,2024-05-05 10:00:00,05-05-24 15:04,Delhi,485,ROBBERY,16,F,Knife,Violent Crime,1,Yes,2024-10-18 12:00:00,1,166.0,Minor
38076,2024-06-05 04:00:00,2024-05-05 11:00:00,06-05-24 3:52,Surat,191,KIDNAPPING,66,F,Poison,Other Crime,7,Yes,2024-07-17 04:00:00,1,42.0,Senior
38077,2024-07-05 00:00:00,2024-05-05 12:00:00,06-05-24 11:42,Ghaziabad,260,SEXUAL ASSAULT,61,M,UNKNOWN,Violent Crime,5,Yes,2025-04-11 00:00:00,1,280.0,Senior
38078,2024-08-05 01:00:00,2024-05-05 13:00:00,06-05-24 10:22,Patna,360,IDENTITY THEFT,13,F,Firearm,Violent Crime,16,No,,0,,Minor
38079,2024-07-05 12:00:00,2024-05-05 14:00:00,06-05-24 10:59,Delhi,236,IDENTITY THEFT,65,F,Blunt Object,Violent Crime,14,No,,0,,Senior
38080,2024-08-05 04:00:00,2024-05-05 15:00:00,06-05-24 11:04,Mumbai,275,COUNTERFEITING,34,F,Blunt Object,Other Crime,19,No,,0,,Adult
38081,2024-07-05 23:00:00,2024-05-05 16:00:00,06-05-24 8:13,Mumbai,264,PUBLIC INTOXICATION,28,F,Poison,Other Crime,18,Yes,2024-08-05 23:00:00,1,31.0,Young Adult
38082,2024-05-05 23:00:00,2024-05-05 17:00:00,05-05-24 17:12,Delhi,127,BURGLARY,46,M,Other,Other Crime,19,Yes,2024-02-10 23:00:00,1,-85.0,Middle Aged
38083,2024-06-05 02:00:00,2024-05-05 18:00:00,05-05-24 23:45,Delhi,262,FIREARM OFFENSE,38,F,Firearm,Fire Accident,2,No,,0,,Adult
38084,2024-07-05 03:00:00,2024-05-05 19:00:00,06-05-24 0:58,Agra,503,FIREARM OFFENSE,26,M,Firearm,Fire Accident,2,No,,0,,Young Adult
38085,2024-07-05 08:00:00,2024-05-05 20:00:00,05-05-24 20:15,Bangalore,303,ILLEGAL POSSESSION,36,F,UNKNOWN,Other Crime,4,Yes,2024-06-24 08:00:00,1,-11.0,Adult
38086,2024-07-05 13:00:00,2024-05-05 21:00:00,06-05-24 13:51,Kanpur,251,DRUG OFFENSE,41,M,Poison,Other Crime,8,No,,0,,Adult
38087,2024-07-05 12:00:00,2024-05-05 22:00:00,06-05-24 4:12,Ghaziabad,211,BURGLARY,17,F,Knife,Other Crime,8,No,,0,,Minor
38088,2024-06-05 13:00:00,2024-05-05 23:00:00,06-05-24 0:39,Visakhapatnam,569,FRAUD,59,F,Firearm,Other Crime,9,No,,0,,Middle Aged
38089,2024-08-05 02:00:00,2024-05-06 00:00:00,06-05-24 15:04,Hyderabad,240,SEXUAL ASSAULT,42,M,Blunt Object,Violent Crime,8,No,,0,,Adult
38090,2024-08-05 19:00:00,2024-05-06 01:00:00,07-05-24 0:33,Bangalore,271,HOMICIDE,52,M,Poison,Other Crime,11,Yes,2025-01-22 19:00:00,1,170.0,Middle Aged
38091,2024-06-05 09:00:00,2024-05-06 02:00:00,06-05-24 21:40,Mumbai,465,ARSON,63,F,Knife,Fire Accident,12,No,,0,,Senior
38092,2024-07-05 04:00:00,2024-05-06 03:00:00,06-05-24 7:19,Mumbai,375,ARSON,50,F,Poison,Fire Accident,16,No,,0,,Middle Aged
38093,2024-07-05 13:00:00,2024-05-06 04:00:00,06-05-24 19:13,Mumbai,259,DRUG OFFENSE,65,F,Firearm,Other Crime,16,No,,0,,Senior
38094,2024-07-05 06:00:00,2024-05-06 05:00:00,06-05-24 21:13,Indore,178,FIREARM OFFENSE,74,F,Firearm,Fire Accident,7,Yes,2024-01-08 06:00:00,1,-179.0,Senior
38095,2024-07-05 07:00:00,2024-05-06 06:00:00,06-05-24 22:28,Kolkata,155,VANDALISM,69,F,Explosives,Other Crime,9,No,,0,,Senior
38096,2024-07-05 13:00:00,2024-05-06 07:00:00,07-05-24 1:16,Delhi,162,COUNTERFEITING,34,F,Blunt Object,Other Crime,15,No,,0,,Adult
38097,2024-06-05 15:00:00,2024-05-06 08:00:00,07-05-24 6:45,Srinagar,267,HOMICIDE,32,M,Knife,Other Crime,18,Yes,2025-10-22 15:00:00,1,504.0,Adult
38098,2024-07-05 21:00:00,2024-05-06 09:00:00,07-05-24 4:02,Pune,184,IDENTITY THEFT,61,F,UNKNOWN,Violent Crime,4,Yes,2024-07-24 21:00:00,1,19.0,Senior
38099,2024-08-05 05:00:00,2024-05-06 10:00:00,07-05-24 2:46,Patna,363,PUBLIC INTOXICATION,77,F,Explosives,Other Crime,14,No,,0,,Senior
38100,2024-06-05 18:00:00,2024-05-06 11:00:00,06-05-24 16:38,Chennai,210,VEHICLE - STOLEN,28,M,Poison,Violent Crime,16,Yes,2024-07-16 18:00:00,1,41.0,Young Adult
38101,2024-07-05 06:00:00,2024-05-06 12:00:00,06-05-24 17:36,Patna,498,ARSON,22,F,UNKNOWN,Fire Accident,1,Yes,2024-05-29 06:00:00,1,-37.0,Young Adult
38102,2024-07-05 10:00:00,2024-05-06 13:00:00,06-05-24 14:56,Rajkot,164,KIDNAPPING,72,M,Explosives,Other Crime,14,Yes,2024-07-16 10:00:00,1,11.0,Senior
38103,2024-07-05 22:00:00,2024-05-06 14:00:00,06-05-24 20:37,Hyderabad,272,VEHICLE - STOLEN,28,M,Other,Violent Crime,11,No,,0,,Young Adult
38104,2024-07-05 13:00:00,2024-05-06 15:00:00,07-05-24 9:12,Pune,432,KIDNAPPING,16,M,Knife,Other Crime,9,No,,0,,Minor
38105,2024-09-05 10:00:00,2024-05-06 16:00:00,07-05-24 0:57,Chennai,540,SEXUAL ASSAULT,27,M,Other,Violent Crime,12,Yes,2025-05-08 10:00:00,1,245.0,Young Adult
38106,2024-08-05 21:00:00,2024-05-06 17:00:00,07-05-24 0:44,Delhi,543,IDENTITY THEFT,55,M,Other,Violent Crime,6,No,,0,,Middle Aged
38107,2024-08-05 23:00:00,2024-05-06 18:00:00,06-05-24 18:38,Hyderabad,217,COUNTERFEITING,39,F,Blunt Object,Other Crime,2,No,,0,,Adult
38108,2024-07-05 12:00:00,2024-05-06 19:00:00,07-05-24 13:57,Patna,151,SHOPLIFTING,38,F,UNKNOWN,Other Crime,8,Yes,2024-05-14 12:00:00,1,-52.0,Adult
38109,2024-08-05 07:00:00,2024-05-06 20:00:00,07-05-24 19:35,Pune,547,VANDALISM,13,F,Firearm,Other Crime,17,No,,0,,Minor
38110,2024-08-05 23:00:00,2024-05-06 21:00:00,07-05-24 18:17,Mumbai,189,DRUG OFFENSE,46,F,Knife,Other Crime,7,Yes,2024-05-17 23:00:00,1,-80.0,Middle Aged
38111,2024-07-05 03:00:00,2024-05-06 22:00:00,07-05-24 8:33,Mumbai,563,SHOPLIFTING,24,M,Explosives,Other Crime,6,Yes,2024-12-07 03:00:00,1,155.0,Young Adult
38112,2024-09-05 04:00:00,2024-05-06 23:00:00,07-05-24 16:18,Mumbai,518,BURGLARY,26,F,Explosives,Other Crime,17,Yes,2024-07-20 04:00:00,1,-47.0,Young Adult
38113,2024-08-05 00:00:00,2024-05-07 00:00:00,07-05-24 2:30,Varanasi,308,DOMESTIC VIOLENCE,46,F,Explosives,Violent Crime,5,No,,0,,Middle Aged
38114,2024-09-05 14:00:00,2024-05-07 01:00:00,07-05-24 3:56,Lucknow,178,PUBLIC INTOXICATION,48,M,UNKNOWN,Other Crime,5,Yes,2024-05-19 14:00:00,1,-109.0,Middle Aged
38115,2024-07-05 05:00:00,2024-05-07 02:00:00,07-05-24 8:25,Chennai,590,EXTORTION,70,M,Other,Other Crime,14,No,,0,,Senior
38116,2024-09-05 10:00:00,2024-05-07 03:00:00,07-05-24 14:23,Bangalore,199,DRUG OFFENSE,33,F,Poison,Other Crime,6,Yes,2024-07-28 10:00:00,1,-39.0,Adult
38117,2024-08-05 06:00:00,2024-05-07 04:00:00,07-05-24 15:26,Surat,307,SHOPLIFTING,25,F,Firearm,Other Crime,5,Yes,2024-07-19 06:00:00,1,-17.0,Young Adult
38118,2024-08-05 06:00:00,2024-05-07 05:00:00,08-05-24 1:59,Lucknow,380,DRUG OFFENSE,30,F,Other,Other Crime,10,Yes,2024-05-27 06:00:00,1,-70.0,Young Adult
38119,2024-07-05 08:00:00,2024-05-07 06:00:00,08-05-24 4:48,Ahmedabad,585,SEXUAL ASSAULT,12,F,Poison,Violent Crime,4,No,,0,,Minor
38120,2024-07-05 13:00:00,2024-05-07 07:00:00,08-05-24 5:54,Delhi,128,ARSON,35,F,Firearm,Fire Accident,12,Yes,2024-06-19 13:00:00,1,-16.0,Adult
38121,2024-07-05 13:00:00,2024-05-07 08:00:00,07-05-24 18:24,Chennai,138,TRAFFIC VIOLATION,29,F,Explosives,Traffic Fatality,9,Yes,2024-05-20 13:00:00,1,-46.0,Young Adult
38122,2024-08-05 03:00:00,2024-05-07 09:00:00,07-05-24 9:09,Bangalore,512,VANDALISM,19,F,Poison,Other Crime,5,Yes,2024-05-30 03:00:00,1,-67.0,Young Adult
38123,2024-09-05 12:00:00,2024-05-07 10:00:00,07-05-24 17:24,Ghaziabad,520,TRAFFIC VIOLATION,55,M,Blunt Object,Traffic Fatality,10,No,,0,,Middle Aged
38124,2024-08-05 15:00:00,2024-05-07 11:00:00,07-05-24 14:55,Srinagar,593,FIREARM OFFENSE,27,F,Other,Fire Accident,15,Yes,2024-07-25 15:00:00,1,-11.0,Young Adult
38125,2024-08-05 17:00:00,2024-05-07 12:00:00,07-05-24 18:06,Indore,521,FIREARM OFFENSE,14,F,Firearm,Fire Accident,16,Yes,2024-07-25 17:00:00,1,-11.0,Minor
38126,2024-08-05 22:00:00,2024-05-07 13:00:00,07-05-24 22:57,Chennai,427,ROBBERY,45,F,Poison,Violent Crime,9,Yes,2024-10-15 22:00:00,1,71.0,Adult
38127,2024-08-05 04:00:00,2024-05-07 14:00:00,07-05-24 21:07,Patna,142,FIREARM OFFENSE,70,M,Knife,Fire Accident,3,No,,0,,Senior
38128,2024-10-05 09:00:00,2024-05-07 15:00:00,08-05-24 8:04,Delhi,130,VANDALISM,35,M,Blunt Object,Other Crime,5,Yes,2024-07-25 09:00:00,1,-72.0,Adult
38129,2024-09-05 18:00:00,2024-05-07 16:00:00,08-05-24 8:15,Delhi,367,TRAFFIC VIOLATION,55,F,Firearm,Traffic Fatality,2,Yes,2024-05-14 18:00:00,1,-114.0,Middle Aged
38130,2024-08-05 16:00:00,2024-05-07 17:00:00,08-05-24 12:18,Delhi,415,BURGLARY,18,M,UNKNOWN,Other Crime,2,Yes,2024-03-07 16:00:00,1,-151.0,Young Adult
38131,2024-09-05 19:00:00,2024-05-07 18:00:00,08-05-24 6:30,Kolkata,359,DOMESTIC VIOLENCE,21,F,Poison,Violent Crime,6,Yes,2024-05-27 19:00:00,1,-101.0,Young Adult
38132,2024-07-05 23:00:00,2024-05-07 19:00:00,08-05-24 9:34,Kolkata,321,FRAUD,79,F,Other,Other Crime,8,Yes,2024-06-20 23:00:00,1,-15.0,Senior
38133,2024-08-05 20:00:00,2024-05-07 20:00:00,08-05-24 10:06,Kanpur,268,CYBERCRIME,45,F,Explosives,Other Crime,5,No,,0,,Adult
38134,2024-09-05 12:00:00,2024-05-07 21:00:00,08-05-24 10:17,Kanpur,572,FIREARM OFFENSE,26,F,Explosives,Fire Accident,17,Yes,2024-07-23 12:00:00,1,-44.0,Young Adult
38135,2024-10-05 08:00:00,2024-05-07 22:00:00,08-05-24 8:36,Hyderabad,354,IDENTITY THEFT,70,M,Blunt Object,Violent Crime,16,Yes,2024-05-28 08:00:00,1,-130.0,Senior
38136,2024-08-05 05:00:00,2024-05-07 23:00:00,08-05-24 5:10,Meerut,390,KIDNAPPING,35,F,Firearm,Other Crime,6,Yes,2024-03-06 05:00:00,1,-152.0,Adult
38137,2024-09-05 17:00:00,2024-05-08 00:00:00,08-05-24 8:19,Visakhapatnam,191,SHOPLIFTING,28,F,Firearm,Other Crime,10,Yes,2024-07-21 17:00:00,1,-46.0,Young Adult
38138,2024-09-05 06:00:00,2024-05-08 01:00:00,08-05-24 10:18,Bangalore,124,VANDALISM,26,F,Poison,Other Crime,5,No,,0,,Young Adult
38139,2024-10-05 21:00:00,2024-05-08 02:00:00,08-05-24 11:56,Thane,457,HOMICIDE,25,F,Firearm,Other Crime,19,Yes,2025-01-17 21:00:00,1,104.0,Young Adult
38140,2024-08-05 07:00:00,2024-05-08 03:00:00,08-05-24 9:20,Mumbai,360,TRAFFIC VIOLATION,35,F,Poison,Traffic Fatality,6,Yes,2024-05-15 07:00:00,1,-82.0,Adult
38141,2024-09-05 10:00:00,2024-05-08 04:00:00,08-05-24 10:38,Delhi,418,FRAUD,41,F,Firearm,Other Crime,18,No,,0,,Adult
38142,2024-08-05 16:00:00,2024-05-08 05:00:00,08-05-24 19:43,Bhopal,321,ARSON,56,F,Knife,Fire Accident,13,Yes,2024-01-07 16:00:00,1,-211.0,Middle Aged
38143,2024-11-05 02:00:00,2024-05-08 06:00:00,08-05-24 19:48,Pune,365,DOMESTIC VIOLENCE,74,M,Blunt Object,Violent Crime,11,No,,0,,Senior
38144,2024-08-05 18:00:00,2024-05-08 07:00:00,08-05-24 22:20,Chennai,251,HOMICIDE,44,M,Other,Other Crime,4,Yes,2025-12-08 18:00:00,1,490.0,Adult
38145,2024-08-05 21:00:00,2024-05-08 08:00:00,08-05-24 19:07,Hyderabad,121,ROBBERY,77,F,UNKNOWN,Violent Crime,8,No,,0,,Senior
