,report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed,case_closed_flag,case_resolution_days,victim_age_group
38217,38218,2024-12-05 18:00:00,2024-05-11 09:00:00,12-05-24 5:36,Nashik,399,SEXUAL ASSAULT,34,F,UNKNOWN,Violent Crime,19,Yes,2025-05-17 18:00:00,1,163.0,Adult
38218,38219,2024-12-05 16:00:00,2024-05-11 10:00:00,12-05-24 7:03,Bangalore,284,HOMICIDE,57,F,Firearm,Other Crime,2,Yes,2025-03-06 16:00:00,1,91.0,Middle Aged
38219,38220,2024-12-05 00:00:00,2024-05-11 11:00:00,12-05-24 0:04,Ahmedabad,508,EXTORTION,63,F,Blunt Object,Other Crime,9,Yes,2024-05-24 00:00:00,1,-195.0,Senior
38221,38222,2024-12-05 10:00:00,2024-05-11 13:00:00,12-05-24 2:23,Kanpur,543,ASSAULT,20,F,Blunt Object,Violent Crime,17,No,,0,,Young Adult
38222,38223,2024-12-05 02:00:00,2024-05-11 14:00:00,11-05-24 20:01,Indore,512,SEXUAL ASSAULT,37,F,Other,Violent Crime,5,Yes,2025-04-28 02:00:00,1,144.0,Adult
38223,38224,2024-05-14 08:00:00,2024-05-11 15:00:00,12-05-24 7:39,Bangalore,223,ASSAULT,34,F,Other,Violent Crime,17,No,,0,,Adult
38225,38226,2024-05-13 13:00:00,2024-05-11 17:00:00,12-05-24 10:28,Agra,436,PUBLIC INTOXICATION,25,F,Blunt Object,Other Crime,17,No,,0,,Young Adult
38226,38227,2024-12-05 05:00:00,2024-05-11 18:00:00,12-05-24 14:16,Nashik,348,ARSON,24,F,Other,Fire Accident,5,Yes,2024-04-08 05:00:00,1,-241.0,Young Adult
38227,38228,2024-05-13 03:00:00,2024-05-11 19:00:00,11-05-24 20:51,Mumbai,312,FRAUD,74,F,Poison,Other Crime,12,No,,0,,Senior
38228,38229,2024-05-14 17:00:00,2024-05-11 20:00:00,12-05-24 18:48,Lucknow,520,EXTORTION,78,F,Explosives,Other Crime,19,Yes,2024-06-22 17:00:00,1,39.0,Senior
38230,38231,2024-05-14 14:00:00,2024-05-11 22:00:00,12-05-24 2:40,Delhi,575,HOMICIDE,60,F,Blunt Object,Other Crime,13,Yes,2024-12-12 14:00:00,1,212.0,Middle Aged
38231,38232,2024-12-05 23:00:00,2024-05-11 23:00:00,12-05-24 22:34,Visakhapatnam,146,PUBLIC INTOXICATION,56,F,Other,Other Crime,7,Yes,2024-05-22 23:00:00,1,-197.0,Middle Aged
38232,38233,2024-05-13 04:00:00,2024-05-12 00:00:00,12-05-24 9:08,Delhi,328,ASSAULT,26,F,Blunt Object,Violent Crime,1,No,,0,,Young Adult
38233,38234,2024-05-14 08:00:00,2024-05-12 01:00:00,13-05-24 0:43,Kolkata,127,VEHICLE - STOLEN,37,F,Knife,Violent Crime,4,Yes,2024-06-22 08:00:00,1,39.0,Adult
38234,38235,2024-12-05 12:00:00,2024-05-12 02:00:00,12-05-24 18:02,Delhi,166,VEHICLE - STOLEN,73,F,Knife,Violent Crime,14,No,,0,,Senior
38235,38236,2024-05-13 14:00:00,2024-05-12 03:00:00,13-05-24 0:36,Kolkata,108,DOMESTIC VIOLENCE,64,F,Other,Violent Crime,18,No,,0,,Senior
38236,38237,2024-05-13 08:00:00,2024-05-12 04:00:00,12-05-24 14:24,Chennai,168,ARSON,24,F,Poison,Fire Accident,12,Yes,2024-04-07 08:00:00,1,-36.0,Young Adult
38237,38238,2024-12-05 18:00:00,2024-05-12 05:00:00,13-05-24 0:24,Lucknow,365,BURGLARY,25,F,Other,Other Crime,6,Yes,2024-08-10 18:00:00,1,-117.0,Young Adult
38238,38239,2024-05-14 13:00:00,2024-05-12 06:00:00,12-05-24 11:02,Bangalore,122,ASSAULT,77,F,UNKNOWN,Violent Crime,1,Yes,2024-05-22 13:00:00,1,8.0,Senior
38240,38241,2024-05-13 10:00:00,2024-05-12 08:00:00,13-05-24 5:00,Mumbai,489,HOMICIDE,39,F,Blunt Object,Other Crime,18,No,,0,,Adult
38241,38242,2024-12-05 13:00:00,2024-05-12 09:00:00,13-05-24 1:55,Bangalore,326,ILLEGAL POSSESSION,16,F,Blunt Object,Other Crime,5,No,,0,,Minor
38242,38243,2024-12-05 20:00:00,2024-05-12 10:00:00,13-05-24 7:15,Pune,255,EXTORTION,18,F,Blunt Object,Other Crime,5,Yes,2024-06-23 20:00:00,1,-165.0,Young Adult
38246,38247,2024-05-13 21:00:00,2024-05-12 14:00:00,13-05-24 5:29,Ahmedabad,251,BURGLARY,10,F,Firearm,Other Crime,1,No,,0,,Minor
38247,38248,2024-05-13 17:00:00,2024-05-12 15:00:00,13-05-24 13:41,Mumbai,590,HOMICIDE,48,F,UNKNOWN,Other Crime,3,Yes,2025-02-06 17:00:00,1,269.0,Middle Aged
38249,38250,2024-05-15 15:00:00,2024-05-12 17:00:00,12-05-24 23:09,Agra,317,TRAFFIC VIOLATION,24,F,Explosives,Traffic Fatality,5,No,,0,,Young Adult
38250,38251,2024-05-14 07:00:00,2024-05-12 18:00:00,13-05-24 16:23,Bangalore,291,EXTORTION,57,F,Explosives,Other Crime,12,No,,0,,Middle Aged
38251,38252,2024-05-15 07:00:00,2024-05-12 19:00:00,12-05-24 23:24,Bangalore,349,ARSON,40,F,Poison,Fire Accident,17,No,,0,,Adult
38252,38253,2024-05-13 20:00:00,2024-05-12 20:00:00,13-05-24 10:52,Ludhiana,461,SEXUAL ASSAULT,63,F,Blunt Object,Violent Crime,6,Yes,2025-01-01 20:00:00,1,233.0,Senior
38253,38254,2024-05-14 20:00:00,2024-05-12 21:00:00,13-05-24 7:30,Delhi,381,ARSON,47,F,Blunt Object,Fire Accident,9,No,,0,,Middle Aged
38256,38257,2024-05-14 06:00:00,2024-05-13 00:00:00,13-05-24 16:10,Meerut,369,VEHICLE - STOLEN,24,F,Knife,Violent Crime,12,Yes,2024-05-28 06:00:00,1,14.0,Young Adult
38257,38258,2024-05-13 16:00:00,2024-05-13 01:00:00,13-05-24 9:57,Delhi,123,DRUG OFFENSE,59,F,Other,Other Crime,9,Yes,2024-01-08 16:00:00,1,-126.0,Middle Aged
38258,38259,2024-05-13 05:00:00,2024-05-13 02:00:00,13-05-24 9:32,Rajkot,478,HOMICIDE,53,F,Other,Other Crime,3,Yes,2025-03-19 05:00:00,1,310.0,Middle Aged
38259,38260,2024-05-14 20:00:00,2024-05-13 03:00:00,13-05-24 5:56,Patna,221,FRAUD,40,F,Explosives,Other Crime,19,Yes,2024-06-18 20:00:00,1,35.0,Adult
38261,38262,2024-05-13 12:00:00,2024-05-13 05:00:00,13-05-24 21:31,Agra,368,COUNTERFEITING,37,F,UNKNOWN,Other Crime,11,Yes,2024-07-08 12:00:00,1,56.0,Adult
38263,38264,2024-05-13 09:00:00,2024-05-13 07:00:00,14-05-24 5:58,Hyderabad,164,COUNTERFEITING,35,F,Knife,Other Crime,1,No,,0,,Adult
38264,38265,2024-05-16 07:00:00,2024-05-13 08:00:00,13-05-24 12:48,Bangalore,586,FRAUD,39,F,UNKNOWN,Other Crime,16,No,,0,,Adult
38267,38268,2024-05-14 06:00:00,2024-05-13 11:00:00,13-05-24 12:38,Kolkata,485,IDENTITY THEFT,40,F,Blunt Object,Violent Crime,17,No,,0,,Adult
38268,38269,2024-05-14 11:00:00,2024-05-13 12:00:00,14-05-24 0:28,Srinagar,112,EXTORTION,16,F,Poison,Other Crime,19,No,,0,,Minor
38269,38270,2024-05-14 05:00:00,2024-05-13 13:00:00,13-05-24 14:36,Bangalore,285,ASSAULT,26,F,Blunt Object,Violent Crime,2,Yes,2024-07-22 05:00:00,1,69.0,Young Adult
38270,38271,2024-05-15 20:00:00,2024-05-13 14:00:00,14-05-24 5:03,Kolkata,301,ILLEGAL POSSESSION,15,F,Firearm,Other Crime,2,No,,0,,Minor
38271,38272,2024-05-15 02:00:00,2024-05-13 15:00:00,14-05-24 6:43,Mumbai,285,SEXUAL ASSAULT,36,F,Other,Violent Crime,9,No,,0,,Adult
38272,38273,2024-05-14 13:00:00,2024-05-13 16:00:00,13-05-24 17:47,Ludhiana,363,SEXUAL ASSAULT,68,F,Explosives,Violent Crime,1,Yes,2025-04-17 13:00:00,1,338.0,Senior
38273,38274,2024-05-16 09:00:00,2024-05-13 17:00:00,14-05-24 16:26,Kolkata,141,ASSAULT,77,F,UNKNOWN,Violent Crime,1,No,,0,,Senior
38274,38275,2024-05-14 21:00:00,2024-05-13 18:00:00,14-05-24 12:49,Bangalore,288,VEHICLE - STOLEN,20,F,Poison,Violent Crime,16,No,,0,,Young Adult
38275,38276,2024-05-14 10:00:00,2024-05-13 19:00:00,14-05-24 6:04,Delhi,186,EXTORTION,48,F,Poison,Other Crime,2,No,,0,,Middle Aged
38276,38277,2024-05-14 06:00:00,2024-05-13 20:00:00,14-05-24 6:07,Vasai,543,FRAUD,68,F,Other,Other Crime,6,No,,0,,Senior
38278,38279,2024-05-15 04:00:00,2024-05-13 22:00:00,14-05-24 1:05,Lucknow,120,SEXUAL ASSAULT,38,F,Other,Violent Crime,7,Yes,2025-07-16 04:00:00,1,427.0,Adult
38279,38280,2024-05-16 05:00:00,2024-05-13 23:00:00,14-05-24 10:02,Kanpur,185,SHOPLIFTING,51,F,Other,Other Crime,17,Yes,2024-07-17 05:00:00,1,62.0,Middle Aged
38280,38281,2024-05-16 01:00:00,2024-05-14 00:00:00,14-05-24 10:06,Vasai,255,KIDNAPPING,62,F,Blunt Object,Other Crime,10,No,,0,,Senior
38282,38283,2024-05-16 14:00:00,2024-05-14 02:00:00,14-05-24 21:23,Visakhapatnam,505,ARSON,58,F,Blunt Object,Fire Accident,10,No,,0,,Middle Aged
38284,38285,2024-05-14 06:00:00,2024-05-14 04:00:00,14-05-24 8:30,Hyderabad,224,HOMICIDE,48,F,Blunt Object,Other Crime,8,No,,0,,Middle Aged
38285,38286,2024-05-14 12:00:00,2024-05-14 05:00:00,14-05-24 20:35,Hyderabad,326,VEHICLE - STOLEN,56,F,Knife,Violent Crime,4,Yes,2024-07-29 12:00:00,1,76.0,Middle Aged
38289,38290,2024-05-14 14:00:00,2024-05-14 09:00:00,15-05-24 4:20,Visakhapatnam,292,DRUG OFFENSE,46,F,Knife,Other Crime,12,Yes,2024-01-07 14:00:00,1,-128.0,Middle Aged
38290,38291,2024-05-16 07:00:00,2024-05-14 10:00:00,14-05-24 19:50,Surat,173,DOMESTIC VIOLENCE,60,F,Knife,Violent Crime,6,No,,0,,Middle Aged
38291,38292,2024-05-15 08:00:00,2024-05-14 11:00:00,14-05-24 21:23,Delhi,213,VEHICLE - STOLEN,21,F,Other,Violent Crime,14,No,,0,,Young Adult
38292,38293,2024-05-14 20:00:00,2024-05-14 12:00:00,15-05-24 2:25,Pune,514,VEHICLE - STOLEN,15,F,Knife,Violent Crime,15,No,,0,,Minor
38293,38294,2024-05-16 05:00:00,2024-05-14 13:00:00,15-05-24 7:30,Surat,164,VANDALISM,34,F,UNKNOWN,Other Crime,16,No,,0,,Adult
38294,38295,2024-05-16 11:00:00,2024-05-14 14:00:00,15-05-24 10:40,Pune,288,ASSAULT,20,F,Explosives,Violent Crime,18,Yes,2024-07-31 11:00:00,1,76.0,Young Adult
38296,38297,2024-05-16 02:00:00,2024-05-14 16:00:00,15-05-24 6:38,Bangalore,373,HOMICIDE,12,F,Other,Other Crime,2,No,,0,,Minor
38297,38298,2024-05-15 19:00:00,2024-05-14 17:00:00,15-05-24 13:01,Bangalore,415,VANDALISM,20,F,Explosives,Other Crime,1,No,,0,,Young Adult
38298,38299,2024-05-17 11:00:00,2024-05-14 18:00:00,15-05-24 16:42,Delhi,216,HOMICIDE,36,F,UNKNOWN,Other Crime,19,No,,0,,Adult
38299,38300,2024-05-16 03:00:00,2024-05-14 19:00:00,15-05-24 18:51,Mumbai,220,CYBERCRIME,67,F,Firearm,Other Crime,13,No,,0,,Senior
38300,38301,2024-05-15 08:00:00,2024-05-14 20:00:00,15-05-24 15:39,Thane,279,HOMICIDE,37,F,UNKNOWN,Other Crime,11,No,,0,,Adult
38301,38302,2024-05-16 11:00:00,2024-05-14 21:00:00,15-05-24 5:14,Mumbai,520,EXTORTION,76,F,Other,Other Crime,14,Yes,2024-04-06 11:00:00,1,-40.0,Senior
38302,38303,2024-05-17 13:00:00,2024-05-14 22:00:00,14-05-24 23:58,Bhopal,104,SHOPLIFTING,50,F,Firearm,Other Crime,5,Yes,2024-06-22 13:00:00,1,36.0,Middle Aged
38304,38305,2024-05-16 18:00:00,2024-05-15 00:00:00,15-05-24 7:20,Rajkot,346,VANDALISM,30,F,Blunt Object,Other Crime,9,No,,0,,Young Adult
38305,38306,2024-05-15 17:00:00,2024-05-15 01:00:00,15-05-24 1:28,Bangalore,268,KIDNAPPING,22,F,UNKNOWN,Other Crime,2,Yes,2024-08-08 17:00:00,1,85.0,Young Adult
38306,38307,2024-05-17 15:00:00,2024-05-15 02:00:00,15-05-24 16:34,Hyderabad,539,HOMICIDE,74,F,Poison,Other Crime,19,No,,0,,Senior
38307,38308,2024-05-16 19:00:00,2024-05-15 03:00:00,15-05-24 17:42,Indore,566,VANDALISM,38,F,Poison,Other Crime,16,No,,0,,Adult
38308,38309,2024-05-16 06:00:00,2024-05-15 04:00:00,15-05-24 17:17,Visakhapatnam,238,SHOPLIFTING,14,F,Firearm,Other Crime,1,Yes,2024-04-07 06:00:00,1,-39.0,Minor
38309,38310,2024-05-16 02:00:00,2024-05-15 05:00:00,15-05-24 11:39,Agra,116,IDENTITY THEFT,66,F,Other,Violent Crime,5,Yes,2024-06-19 02:00:00,1,34.0,Senior
38310,38311,2024-05-18 04:00:00,2024-05-15 06:00:00,16-05-24 4:48,Delhi,447,ROBBERY,15,F,Poison,Violent Crime,17,No,,0,,Minor
38311,38312,2024-05-17 08:00:00,2024-05-15 07:00:00,15-05-24 8:05,Jaipur,500,KIDNAPPING,68,F,Firearm,Other Crime,8,No,,0,,Senior
38313,38314,2024-05-17 06:00:00,2024-05-15 09:00:00,16-05-24 5:13,Bangalore,105,TRAFFIC VIOLATION,15,F,Explosives,Traffic Fatality,11,No,,0,,Minor
38314,38315,2024-05-15 15:00:00,2024-05-15 10:00:00,15-05-24 18:49,Mumbai,142,CYBERCRIME,39,F,Other,Other Crime,7,Yes,2024-10-07 15:00:00,1,145.0,Adult
38315,38316,2024-05-15 21:00:00,2024-05-15 11:00:00,15-05-24 15:10,Delhi,358,BURGLARY,73,F,UNKNOWN,Other Crime,8,No,,0,,Senior
38316,38317,2024-05-17 09:00:00,2024-05-15 12:00:00,15-05-24 21:45,Delhi,136,SHOPLIFTING,32,F,Blunt Object,Other Crime,6,No,,0,,Adult
38317,38318,2024-05-15 15:00:00,2024-05-15 13:00:00,15-05-24 20:34,Delhi,302,VANDALISM,65,F,Other,Other Crime,17,No,,0,,Senior
38318,38319,2024-05-16 13:00:00,2024-05-15 14:00:00,15-05-24 19:58,Chennai,111,IDENTITY THEFT,68,F,Poison,Violent Crime,10,Yes,2024-05-30 13:00:00,1,14.0,Senior
38320,38321,2024-05-18 10:00:00,2024-05-15 16:00:00,16-05-24 4:47,Kolkata,104,ILLEGAL POSSESSION,23,F,Firearm,Other Crime,18,Yes,2024-07-20 10:00:00,1,63.0,Young Adult
38322,38323,2024-05-16 10:00:00,2024-05-15 18:00:00,16-05-24 15:45,Chennai,432,KIDNAPPING,73,F,Poison,Other Crime,4,No,,0,,Senior
38323,38324,2024-05-16 18:00:00,2024-05-15 19:00:00,16-05-24 3:20,Jaipur,429,ARSON,14,F,Blunt Object,Fire Accident,19,Yes,2024-07-23 18:00:00,1,68.0,Minor
38324,38325,2024-05-16 17:00:00,2024-05-15 20:00:00,16-05-24 10:22,Chennai,282,HOMICIDE,60,F,Knife,Other Crime,10,Yes,2025-07-23 17:00:00,1,433.0,Middle Aged
38325,38326,2024-05-16 14:00:00,2024-05-15 21:00:00,16-05-24 8:05,Delhi,216,KIDNAPPING,54,F,Explosives,Other Crime,19,Yes,2024-01-07 14:00:00,1,-130.0,Middle Aged
38326,38327,2024-05-18 11:00:00,2024-05-15 22:00:00,16-05-24 3:43,Kanpur,448,SEXUAL ASSAULT,67,F,UNKNOWN,Violent Crime,7,Yes,2026-05-05 11:00:00,1,717.0,Senior
38327,38328,2024-05-17 18:00:00,2024-05-15 23:00:00,16-05-24 11:21,Vasai,442,FRAUD,79,F,Other,Other Crime,16,Yes,2024-05-27 18:00:00,1,10.0,Senior
38328,38329,2024-05-17 05:00:00,2024-05-16 00:00:00,16-05-24 9:39,Hyderabad,369,VANDALISM,38,F,UNKNOWN,Other Crime,13,No,,0,,Adult
38329,38330,2024-05-18 09:00:00,2024-05-16 01:00:00,16-05-24 23:16,Delhi,527,SEXUAL ASSAULT,15,F,Other,Violent Crime,19,No,,0,,Minor
38331,38332,2024-05-18 06:00:00,2024-05-16 03:00:00,16-05-24 18:55,Visakhapatnam,531,ROBBERY,57,F,Poison,Violent Crime,16,Yes,2024-07-25 06:00:00,1,68.0,Middle Aged
38332,38333,2024-05-17 05:00:00,2024-05-16 04:00:00,16-05-24 17:20,Mumbai,128,TRAFFIC VIOLATION,33,F,Explosives,Traffic Fatality,1,Yes,2024-12-06 05:00:00,1,203.0,Adult
38333,38334,2024-05-17 20:00:00,2024-05-16 05:00:00,17-05-24 3:23,Meerut,487,FIREARM OFFENSE,21,F,Knife,Fire Accident,4,Yes,2024-07-23 20:00:00,1,67.0,Young Adult
38334,38335,2024-05-18 22:00:00,2024-05-16 06:00:00,16-05-24 11:30,Pune,546,ROBBERY,18,F,Firearm,Violent Crime,5,No,,0,,Young Adult
38336,38337,2024-05-19 07:00:00,2024-05-16 08:00:00,17-05-24 1:36,Meerut,129,VEHICLE - STOLEN,46,F,Other,Violent Crime,6,No,,0,,Middle Aged
38341,38342,2024-05-17 06:00:00,2024-05-16 13:00:00,17-05-24 11:21,Pune,243,KIDNAPPING,44,F,Explosives,Other Crime,9,Yes,2024-07-18 06:00:00,1,62.0,Adult
38342,38343,2024-05-18 07:00:00,2024-05-16 14:00:00,17-05-24 7:49,Delhi,598,ARSON,70,F,Blunt Object,Fire Accident,10,Yes,2024-07-13 07:00:00,1,56.0,Senior
38344,38345,2024-05-17 13:00:00,2024-05-16 16:00:00,16-05-24 17:47,Bangalore,360,DOMESTIC VIOLENCE,33,F,UNKNOWN,Violent Crime,4,No,,0,,Adult
38346,38347,2024-05-17 02:00:00,2024-05-16 18:00:00,17-05-24 4:14,Mumbai,152,VANDALISM,47,F,Blunt Object,Other Crime,7,Yes,2024-11-07 02:00:00,1,174.0,Middle Aged
38347,38348,2024-05-16 20:00:00,2024-05-16 19:00:00,16-05-24 22:32,Chennai,445,VEHICLE - STOLEN,31,F,Other,Violent Crime,10,Yes,2024-03-08 20:00:00,1,-69.0,Adult
38349,38350,2024-05-18 04:00:00,2024-05-16 21:00:00,17-05-24 1:20,Ahmedabad,398,FRAUD,28,F,Explosives,Other Crime,5,No,,0,,Young Adult
38352,38353,2024-05-18 20:00:00,2024-05-17 00:00:00,17-05-24 15:21,Nagpur,416,EXTORTION,59,F,Other,Other Crime,8,No,,0,,Middle Aged
38354,38355,2024-05-18 15:00:00,2024-05-17 02:00:00,17-05-24 10:27,Vasai,591,TRAFFIC VIOLATION,23,F,UNKNOWN,Traffic Fatality,4,No,,0,,Young Adult
38355,38356,2024-05-18 05:00:00,2024-05-17 03:00:00,17-05-24 6:49,Visakhapatnam,373,SEXUAL ASSAULT,15,F,UNKNOWN,Violent Crime,13,No,,0,,Minor
38356,38357,2024-05-19 22:00:00,2024-05-17 04:00:00,17-05-24 16:45,Hyderabad,458,VEHICLE - STOLEN,51,F,Blunt Object,Violent Crime,6,No,,0,,Middle Aged
38357,38358,2024-05-17 21:00:00,2024-05-17 05:00:00,17-05-24 5:58,Chennai,340,ASSAULT,38,F,Knife,Violent Crime,15,No,,0,,Adult
38358,38359,2024-05-17 09:00:00,2024-05-17 06:00:00,17-05-24 15:30,Rajkot,535,SHOPLIFTING,50,F,Firearm,Other Crime,11,Yes,2024-07-16 09:00:00,1,60.0,Middle Aged
38359,38360,2024-05-19 22:00:00,2024-05-17 07:00:00,17-05-24 16:44,Kolkata,237,PUBLIC INTOXICATION,42,F,Other,Other Crime,9,Yes,2024-10-06 22:00:00,1,140.0,Adult
38360,38361,2024-05-18 14:00:00,2024-05-17 08:00:00,17-05-24 21:41,Mumbai,205,ARSON,40,F,Knife,Fire Accident,11,No,,0,,Adult
38361,38362,2024-05-17 19:00:00,2024-05-17 09:00:00,17-05-24 19:48,Hyderabad,110,CYBERCRIME,35,F,Firearm,Other Crime,17,Yes,2024-05-25 19:00:00,1,8.0,Adult
38362,38363,2024-05-18 00:00:00,2024-05-17 10:00:00,17-05-24 14:58,Nagpur,180,CYBERCRIME,58,F,Poison,Other Crime,3,No,,0,,Middle Aged
38363,38364,2024-05-18 12:00:00,2024-05-17 11:00:00,17-05-24 14:57,Meerut,221,KIDNAPPING,19,F,Knife,Other Crime,3,No,,0,,Young Adult
38364,38365,2024-05-19 22:00:00,2024-05-17 12:00:00,17-05-24 16:47,Bangalore,379,HOMICIDE,21,F,Firearm,Other Crime,12,No,,0,,Young Adult
38365,38366,2024-05-19 00:00:00,2024-05-17 13:00:00,17-05-24 18:40,Kanpur,436,COUNTERFEITING,10,F,Firearm,Other Crime,15,Yes,2024-06-29 00:00:00,1,41.0,Minor
38366,38367,2024-05-20 04:00:00,2024-05-17 14:00:00,18-05-24 11:03,Pune,364,CYBERCRIME,27,F,Blunt Object,Other Crime,6,No,,0,,Young Adult
38367,38368,2024-05-17 19:00:00,2024-05-17 15:00:00,18-05-24 1:03,Mumbai,466,FRAUD,14,F,Explosives,Other Crime,1,No,,0,,Minor
38368,38369,2024-05-19 02:00:00,2024-05-17 16:00:00,17-05-24 23:31,Mumbai,362,CYBERCRIME,57,F,UNKNOWN,Other Crime,17,No,,0,,Middle Aged
38369,38370,2024-05-18 12:00:00,2024-05-17 17:00:00,17-05-24 18:32,Indore,409,DOMESTIC VIOLENCE,48,F,Blunt Object,Violent Crime,10,Yes,2024-06-29 12:00:00,1,42.0,Middle Aged
38370,38371,2024-05-18 14:00:00,2024-05-17 18:00:00,18-05-24 13:54,Agra,267,CYBERCRIME,17,F,Firearm,Other Crime,13,Yes,2024-07-18 14:00:00,1,61.0,Minor
38371,38372,2024-05-18 15:00:00,2024-05-17 19:00:00,18-05-24 7:36,Nagpur,267,CYBERCRIME,13,F,UNKNOWN,Other Crime,9,Yes,2024-07-27 15:00:00,1,70.0,Minor
38372,38373,2024-05-18 05:00:00,2024-05-17 20:00:00,18-05-24 8:31,Jaipur,137,ARSON,75,F,Blunt Object,Fire Accident,8,No,,0,,Senior
38374,38375,2024-05-18 06:00:00,2024-05-17 22:00:00,18-05-24 11:20,Mumbai,481,ASSAULT,46,F,Other,Violent Crime,6,Yes,2024-05-26 06:00:00,1,8.0,Middle Aged
38375,38376,2024-05-18 21:00:00,2024-05-17 23:00:00,18-05-24 8:34,Meerut,291,VEHICLE - STOLEN,62,F,Poison,Violent Crime,13,Yes,2024-09-08 21:00:00,1,113.0,Senior
38377,38378,2024-05-19 20:00:00,2024-05-18 01:00:00,18-05-24 5:45,Ahmedabad,341,ARSON,21,F,UNKNOWN,Fire Accident,13,Yes,2024-07-17 20:00:00,1,59.0,Young Adult
38378,38379,2024-05-18 04:00:00,2024-05-18 02:00:00,18-05-24 18:49,Vasai,412,SEXUAL ASSAULT,13,F,Firearm,Violent Crime,5,Yes,2025-04-16 04:00:00,1,333.0,Minor
38379,38380,2024-05-20 18:00:00,2024-05-18 03:00:00,18-05-24 8:31,Surat,543,CYBERCRIME,64,F,Explosives,Other Crime,7,Yes,2024-04-07 18:00:00,1,-43.0,Senior
38381,38382,2024-05-18 10:00:00,2024-05-18 05:00:00,18-05-24 14:38,Jaipur,215,BURGLARY,43,F,Poison,Other Crime,7,No,,0,,Adult
38382,38383,2024-05-20 11:00:00,2024-05-18 06:00:00,19-05-24 2:38,Bangalore,363,HOMICIDE,19,F,UNKNOWN,Other Crime,11,No,,0,,Young Adult
38385,38386,2024-05-20 19:00:00,2024-05-18 09:00:00,19-05-24 0:28,Pune,368,VANDALISM,25,F,Blunt Object,Other Crime,15,Yes,2024-11-06 19:00:00,1,170.0,Young Adult
38388,38389,2024-05-21 08:00:00,2024-05-18 12:00:00,19-05-24 11:15,Jaipur,147,FRAUD,27,F,Knife,Other Crime,19,No,,0,,Young Adult
38390,38391,2024-05-21 08:00:00,2024-05-18 14:00:00,19-05-24 10:55,Delhi,474,SEXUAL ASSAULT,66,F,UNKNOWN,Violent Crime,12,No,,0,,Senior
38391,38392,2024-05-20 22:00:00,2024-05-18 15:00:00,19-05-24 0:56,Jaipur,193,DOMESTIC VIOLENCE,78,F,Knife,Violent Crime,13,No,,0,,Senior
38393,38394,2024-05-18 20:00:00,2024-05-18 17:00:00,19-05-24 8:20,Bangalore,551,EXTORTION,76,F,Poison,Other Crime,4,Yes,2024-12-08 20:00:00,1,204.0,Senior
38394,38395,2024-05-21 10:00:00,2024-05-18 18:00:00,18-05-24 22:25,Jaipur,309,ASSAULT,48,F,Firearm,Violent Crime,14,Yes,2024-06-26 10:00:00,1,36.0,Middle Aged
38395,38396,2024-05-20 12:00:00,2024-05-18 19:00:00,19-05-24 14:12,Delhi,281,KIDNAPPING,26,F,Poison,Other Crime,3,Yes,2024-07-16 12:00:00,1,57.0,Young Adult
38396,38397,2024-05-20 01:00:00,2024-05-18 20:00:00,19-05-24 18:03,Mumbai,472,FRAUD,32,F,Poison,Other Crime,3,No,,0,,Adult
38398,38399,2024-05-20 09:00:00,2024-05-18 22:00:00,19-05-24 13:31,Kanpur,500,SEXUAL ASSAULT,68,F,Poison,Violent Crime,15,No,,0,,Senior
38399,38400,2024-05-21 12:00:00,2024-05-18 23:00:00,19-05-24 1:24,Hyderabad,514,ROBBERY,11,F,Poison,Violent Crime,1,No,,0,,Minor
38400,38401,2024-05-21 10:00:00,2024-05-19 00:00:00,19-05-24 20:43,Kolkata,462,TRAFFIC VIOLATION,68,F,UNKNOWN,Traffic Fatality,13,Yes,2024-06-17 10:00:00,1,27.0,Senior
38401,38402,2024-05-19 17:00:00,2024-05-19 01:00:00,19-05-24 20:42,Ghaziabad,228,VEHICLE - STOLEN,31,F,Firearm,Violent Crime,6,Yes,2024-11-06 17:00:00,1,171.0,Adult
38404,38405,2024-05-19 08:00:00,2024-05-19 04:00:00,19-05-24 22:43,Bangalore,106,ASSAULT,52,F,Knife,Violent Crime,1,No,,0,,Middle Aged
38405,38406,2024-05-21 10:00:00,2024-05-19 05:00:00,20-05-24 0:46,Delhi,125,SEXUAL ASSAULT,51,F,Blunt Object,Violent Crime,16,No,,0,,Middle Aged
38406,38407,2024-05-20 23:00:00,2024-05-19 06:00:00,19-05-24 11:14,Pune,358,ROBBERY,65,F,Other,Violent Crime,10,No,,0,,Senior
38408,38409,2024-05-19 16:00:00,2024-05-19 08:00:00,19-05-24 9:39,Thane,379,TRAFFIC VIOLATION,35,F,UNKNOWN,Traffic Fatality,14,Yes,2024-05-28 16:00:00,1,9.0,Adult
38410,38411,2024-05-20 05:00:00,2024-05-19 10:00:00,20-05-24 5:27,Rajkot,473,ASSAULT,43,F,Blunt Object,Violent Crime,11,No,,0,,Adult
38411,38412,2024-05-19 19:00:00,2024-05-19 11:00:00,19-05-24 23:13,Surat,320,HOMICIDE,22,F,Firearm,Other Crime,3,No,,0,,Young Adult
38414,38415,2024-05-20 14:00:00,2024-05-19 14:00:00,20-05-24 0:03,Nashik,215,BURGLARY,62,F,Poison,Other Crime,9,No,,0,,Senior
