,report_number,date_reported,date_of_occurrence,city,crime_domain,crime_description,victim_age,victim_age_group,victim_gender,weapon_used,police_deployed,case_closed_flag,case_resolution_days
36647,36648,2024-08-03 01:00:00,2024-03-06 23:00:00,Lucknow,Violent Crime,ROBBERY,74,Senior,F,Blunt Object,16,1,17.0
36648,36649,2024-08-03 21:00:00,2024-03-07 00:00:00,Ghaziabad,Other Crime,PUBLIC INTOXICATION,38,Adult,M,Blunt Object,5,0,
36649,36650,2024-09-03 03:00:00,2024-03-07 01:00:00,Hyderabad,Other Crime,CYBERCRIME,19,Young Adult,F,Poison,12,1,-139.0
36650,36651,2024-08-03 17:00:00,2024-03-07 02:00:00,Kanpur,Other Crime,EXTORTION,24,Young Adult,F,Firearm,8,1,-141.0
36651,36652,2024-08-03 20:00:00,2024-03-07 03:00:00,Jaipur,Other Crime,COUNTERFEITING,51,Middle Aged,F,Firearm,4,0,
36652,36653,2024-08-03 12:00:00,2024-03-07 04:00:00,Hyderabad,Violent Crime,ROBBERY,57,Middle Aged,F,Explosives,8,0,
36653,36654,2024-09-03 16:00:00,2024-03-07 05:00:00,Mumbai,Other Crime,VANDALISM,19,Young Adult,M,UNKNOWN,8,0,
36654,36655,2024-08-03 19:00:00,2024-03-07 06:00:00,Hyderabad,Violent Crime,SEXUAL ASSAULT,26,Young Adult,F,Firearm,14,1,531.0
36655,36656,2024-10-03 00:00:00,2024-03-07 07:00:00,Kanpur,Other Crime,ILLEGAL POSSESSION,63,Senior,F,Blunt Object,17,0,
36656,36657,2024-09-03 13:00:00,2024-03-07 08:00:00,Delhi,Other Crime,FRAUD,36,Adult,F,Knife,15,1,-169.0
36657,36658,2024-10-03 01:00:00,2024-03-07 09:00:00,Mumbai,Violent Crime,DOMESTIC VIOLENCE,61,Senior,M,Blunt Object,2,0,
36658,36659,2024-07-03 19:00:00,2024-03-07 10:00:00,Bangalore,Other Crime,DRUG OFFENSE,79,Senior,F,Poison,11,0,
36659,36660,2024-08-03 23:00:00,2024-03-07 11:00:00,Meerut,Traffic Fatality,TRAFFIC VIOLATION,60,Middle Aged,M,UNKNOWN,7,0,
36660,36661,2024-08-03 19:00:00,2024-03-07 12:00:00,Surat,Fire Accident,FIREARM OFFENSE,10,Minor,M,Knife,2,1,-129.0
36661,36662,2024-09-03 09:00:00,2024-03-07 13:00:00,Bangalore,Fire Accident,FIREARM OFFENSE,29,Young Adult,F,Other,14,1,-121.0
36662,36663,2024-08-03 20:00:00,2024-03-07 14:00:00,Jaipur,Other Crime,EXTORTION,64,Senior,M,Firearm,6,1,-152.0
36663,36664,2024-09-03 19:00:00,2024-03-07 15:00:00,Kolkata,Other Crime,ILLEGAL POSSESSION,57,Middle Aged,M,UNKNOWN,9,0,
36664,36665,2024-09-03 03:00:00,2024-03-07 16:00:00,Mumbai,Other Crime,HOMICIDE,31,Adult,F,Poison,16,1,191.0
36665,36666,2024-07-03 21:00:00,2024-03-07 17:00:00,Patna,Other Crime,CYBERCRIME,31,Adult,F,UNKNOWN,9,0,
36666,36667,2024-08-03 04:00:00,2024-03-07 18:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,76,Senior,F,Explosives,15,1,-104.0
36667,36668,2024-08-03 10:00:00,2024-03-07 19:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,47,Middle Aged,M,Explosives,18,0,
36668,36669,2024-08-03 01:00:00,2024-03-07 20:00:00,Bhopal,Violent Crime,VEHICLE - STOLEN,76,Senior,F,UNKNOWN,4,1,-71.0
36669,36670,2024-10-03 19:00:00,2024-03-07 21:00:00,Delhi,Fire Accident,ARSON,10,Minor,F,Explosives,18,0,
36670,36671,2024-08-03 07:00:00,2024-03-07 22:00:00,Kolkata,Other Crime,COUNTERFEITING,24,Young Adult,M,UNKNOWN,9,0,
36671,36672,2024-08-03 08:00:00,2024-03-07 23:00:00,Mumbai,Other Crime,COUNTERFEITING,25,Young Adult,F,UNKNOWN,8,0,
36672,36673,2024-09-03 18:00:00,2024-03-08 00:00:00,Bangalore,Violent Crime,VEHICLE - STOLEN,16,Minor,F,UNKNOWN,15,1,-151.0
36673,36674,2024-09-03 04:00:00,2024-03-08 01:00:00,Bangalore,Other Crime,HOMICIDE,56,Middle Aged,F,Blunt Object,11,0,
36674,36675,2024-09-03 15:00:00,2024-03-08 02:00:00,Kolkata,Fire Accident,FIREARM OFFENSE,30,Young Adult,F,Knife,7,1,63.0
36675,36676,2024-11-03 02:00:00,2024-03-08 03:00:00,Bhopal,Other Crime,BURGLARY,57,Middle Aged,F,UNKNOWN,13,0,
36676,36677,2024-10-03 15:00:00,2024-03-08 04:00:00,Mumbai,Other Crime,COUNTERFEITING,11,Minor,M,Blunt Object,5,1,-134.0
36677,36678,2024-09-03 08:00:00,2024-03-08 05:00:00,Hyderabad,Other Crime,DRUG OFFENSE,50,Middle Aged,F,Other,5,0,
36678,36679,2024-08-03 23:00:00,2024-03-08 06:00:00,Kolkata,Violent Crime,SEXUAL ASSAULT,19,Young Adult,F,Poison,19,0,
36679,36680,2024-11-03 03:00:00,2024-03-08 07:00:00,Hyderabad,Fire Accident,FIREARM OFFENSE,42,Adult,F,Blunt Object,4,1,-182.0
36680,36681,2024-11-03 02:00:00,2024-03-08 08:00:00,Chennai,Fire Accident,ARSON,16,Minor,F,Blunt Object,19,0,
36681,36682,2024-09-03 12:00:00,2024-03-08 09:00:00,Kolkata,Violent Crime,ROBBERY,10,Minor,M,Poison,13,0,
36682,36683,2024-10-03 16:00:00,2024-03-08 10:00:00,Delhi,Fire Accident,FIREARM OFFENSE,47,Middle Aged,F,Firearm,3,1,-130.0
36683,36684,2024-09-03 13:00:00,2024-03-08 11:00:00,Mumbai,Violent Crime,ASSAULT,13,Minor,M,Poison,17,0,
36684,36685,2024-08-03 20:00:00,2024-03-08 12:00:00,Kanpur,Violent Crime,ASSAULT,40,Adult,F,Poison,1,1,-125.0
36685,36686,2024-09-03 16:00:00,2024-03-08 13:00:00,Kanpur,Fire Accident,FIREARM OFFENSE,56,Middle Aged,M,UNKNOWN,15,0,
36686,36687,2024-10-03 05:00:00,2024-03-08 14:00:00,Lucknow,Other Crime,COUNTERFEITING,68,Senior,F,UNKNOWN,12,0,
36687,36688,2024-11-03 05:00:00,2024-03-08 15:00:00,Bhopal,Violent Crime,ASSAULT,36,Adult,F,Other,19,1,-243.0
36688,36689,2024-10-03 08:00:00,2024-03-08 16:00:00,Nagpur,Other Crime,VANDALISM,49,Middle Aged,F,Knife,5,0,
36689,36690,2024-09-03 13:00:00,2024-03-08 17:00:00,Bangalore,Violent Crime,ROBBERY,58,Middle Aged,F,Other,15,0,
36690,36691,2024-09-03 17:00:00,2024-03-08 18:00:00,Varanasi,Violent Crime,SEXUAL ASSAULT,24,Young Adult,F,Poison,10,0,
36691,36692,2024-10-03 14:00:00,2024-03-08 19:00:00,Patna,Other Crime,CYBERCRIME,43,Adult,F,UNKNOWN,10,1,-159.0
36692,36693,2024-10-03 21:00:00,2024-03-08 20:00:00,Pune,Other Crime,KIDNAPPING,78,Senior,M,Other,2,0,
36693,36694,2024-11-03 11:00:00,2024-03-08 21:00:00,Delhi,Violent Crime,VEHICLE - STOLEN,44,Adult,F,UNKNOWN,12,0,
36694,36695,2024-09-03 13:00:00,2024-03-08 22:00:00,Patna,Other Crime,FRAUD,64,Senior,F,Poison,9,0,
36695,36696,2024-09-03 17:00:00,2024-03-08 23:00:00,Kanpur,Other Crime,HOMICIDE,59,Middle Aged,F,UNKNOWN,8,0,
36696,36697,2024-09-03 15:00:00,2024-03-09 00:00:00,Hyderabad,Other Crime,PUBLIC INTOXICATION,63,Senior,M,Knife,18,1,-156.0
36697,36698,2024-10-03 04:00:00,2024-03-09 01:00:00,Bangalore,Other Crime,CYBERCRIME,30,Young Adult,M,UNKNOWN,9,1,-161.0
36698,36699,2024-10-03 22:00:00,2024-03-09 02:00:00,Delhi,Violent Crime,SEXUAL ASSAULT,56,Middle Aged,M,Firearm,9,0,
36699,36700,2024-09-03 16:00:00,2024-03-09 03:00:00,Ahmedabad,Fire Accident,FIREARM OFFENSE,10,Minor,M,Knife,3,0,
36700,36701,2024-11-03 18:00:00,2024-03-09 04:00:00,Agra,Violent Crime,DOMESTIC VIOLENCE,14,Minor,F,Knife,9,1,-197.0
36701,36702,2024-11-03 19:00:00,2024-03-09 05:00:00,Kolkata,Violent Crime,DOMESTIC VIOLENCE,40,Adult,F,UNKNOWN,9,1,-203.0
36702,36703,2024-09-03 16:00:00,2024-03-09 06:00:00,Bangalore,Fire Accident,FIREARM OFFENSE,24,Young Adult,M,Explosives,11,1,2.0
36703,36704,2024-10-03 04:00:00,2024-03-09 07:00:00,Delhi,Fire Accident,ARSON,75,Senior,M,Blunt Object,12,1,-137.0
36704,36705,2024-11-03 15:00:00,2024-03-09 08:00:00,Delhi,Other Crime,CYBERCRIME,32,Adult,M,Poison,17,1,-183.0
36705,36706,2024-09-03 21:00:00,2024-03-09 09:00:00,Delhi,Violent Crime,VEHICLE - STOLEN,71,Senior,M,UNKNOWN,6,0,
36706,36707,2024-11-03 21:00:00,2024-03-09 10:00:00,Delhi,Violent Crime,DOMESTIC VIOLENCE,38,Adult,M,Poison,9,0,
36707,36708,2024-10-03 00:00:00,2024-03-09 11:00:00,Kolkata,Violent Crime,DOMESTIC VIOLENCE,77,Senior,M,UNKNOWN,1,1,-192.0
36708,36709,2024-11-03 06:00:00,2024-03-09 12:00:00,Bangalore,Violent Crime,VEHICLE - STOLEN,12,Minor,F,Blunt Object,17,1,-218.0
36709,36710,2024-11-03 05:00:00,2024-03-09 13:00:00,Bangalore,Other Crime,SHOPLIFTING,14,Minor,F,Poison,2,0,
36710,36711,2024-10-03 09:00:00,2024-03-09 14:00:00,Lucknow,Fire Accident,ARSON,26,Young Adult,F,Blunt Object,5,1,-161.0
36711,36712,2024-11-03 04:00:00,2024-03-09 15:00:00,Mumbai,Other Crime,CYBERCRIME,44,Adult,M,Poison,2,1,2.0
36712,36713,2024-12-03 09:00:00,2024-03-09 16:00:00,Mumbai,Violent Crime,VEHICLE - STOLEN,20,Young Adult,F,UNKNOWN,4,0,
36713,36714,2024-12-03 04:00:00,2024-03-09 17:00:00,Patna,Other Crime,PUBLIC INTOXICATION,43,Adult,F,Poison,9,0,
36714,36715,2024-11-03 19:00:00,2024-03-09 18:00:00,Mumbai,Other Crime,ILLEGAL POSSESSION,78,Senior,M,Explosives,14,0,
36715,36716,2024-12-03 18:00:00,2024-03-09 19:00:00,Mumbai,Other Crime,ILLEGAL POSSESSION,16,Minor,F,Knife,3,0,
36716,36717,2024-11-03 00:00:00,2024-03-09 20:00:00,Delhi,Other Crime,DRUG OFFENSE,53,Middle Aged,F,Poison,6,0,
36717,36718,2024-10-03 16:00:00,2024-03-09 21:00:00,Pune,Violent Crime,DOMESTIC VIOLENCE,69,Senior,F,Blunt Object,15,0,
36718,36719,2024-12-03 07:00:00,2024-03-09 22:00:00,Mumbai,Traffic Fatality,TRAFFIC VIOLATION,41,Adult,M,Other,4,0,
36719,36720,2024-11-03 13:00:00,2024-03-09 23:00:00,Mumbai,Traffic Fatality,TRAFFIC VIOLATION,54,Middle Aged,F,Poison,10,0,
36720,36721,2024-12-03 16:00:00,2024-03-10 00:00:00,Chennai,Other Crime,SHOPLIFTING,48,Middle Aged,F,Poison,5,1,-247.0
36721,36722,2024-12-03 15:00:00,2024-03-10 01:00:00,Kolkata,Violent Crime,VEHICLE - STOLEN,28,Young Adult,F,Knife,11,0,
36722,36723,2024-10-03 23:00:00,2024-03-10 02:00:00,Jaipur,Other Crime,FRAUD,64,Senior,M,Poison,2,1,-200.0
36723,36724,2024-11-03 20:00:00,2024-03-10 03:00:00,Patna,Other Crime,CYBERCRIME,70,Senior,F,Poison,3,1,-201.0
36724,36725,2024-11-03 11:00:00,2024-03-10 04:00:00,Delhi,Fire Accident,FIREARM OFFENSE,60,Middle Aged,F,Other,2,1,-201.0
36725,36726,2024-10-03 18:00:00,2024-03-10 05:00:00,Mumbai,Traffic Fatality,TRAFFIC VIOLATION,50,Middle Aged,F,UNKNOWN,17,0,
36726,36727,2024-11-03 13:00:00,2024-03-10 06:00:00,Delhi,Other Crime,PUBLIC INTOXICATION,47,Middle Aged,M,Knife,16,1,-230.0
36727,36728,2024-12-03 15:00:00,2024-03-10 07:00:00,Pune,Other Crime,DRUG OFFENSE,57,Middle Aged,F,UNKNOWN,19,1,-198.0
36728,36729,2024-10-03 11:00:00,2024-03-10 08:00:00,Jaipur,Violent Crime,ASSAULT,78,Senior,F,Explosives,16,1,-128.0
36729,36730,2024-10-03 12:00:00,2024-03-10 09:00:00,Kolkata,Other Crime,SHOPLIFTING,57,Middle Aged,M,UNKNOWN,10,0,
36730,36731,2024-10-03 12:00:00,2024-03-10 10:00:00,Delhi,Other Crime,ILLEGAL POSSESSION,41,Adult,M,Firearm,3,1,-150.0
36731,36732,2024-03-13 08:00:00,2024-03-10 11:00:00,Delhi,Violent Crime,ROBBERY,51,Middle Aged,F,Knife,18,1,38.0
36732,36733,2024-03-13 04:00:00,2024-03-10 12:00:00,Bhopal,Traffic Fatality,TRAFFIC VIOLATION,77,Senior,F,Explosives,13,0,
36733,36734,2024-03-13 04:00:00,2024-03-10 13:00:00,Bangalore,Other Crime,PUBLIC INTOXICATION,23,Young Adult,M,Blunt Object,4,1,144.0
36734,36735,2024-11-03 18:00:00,2024-03-10 14:00:00,Ludhiana,Violent Crime,SEXUAL ASSAULT,51,Middle Aged,F,Firearm,3,1,129.0
36735,36736,2024-10-03 22:00:00,2024-03-10 15:00:00,Chennai,Other Crime,EXTORTION,45,Adult,F,Firearm,19,0,
36736,36737,2024-12-03 18:00:00,2024-03-10 16:00:00,Pune,Other Crime,ILLEGAL POSSESSION,30,Young Adult,F,UNKNOWN,18,1,-223.0
36737,36738,2024-12-03 21:00:00,2024-03-10 17:00:00,Patna,Violent Crime,DOMESTIC VIOLENCE,36,Adult,F,Firearm,11,1,-243.0
36738,36739,2024-03-13 13:00:00,2024-03-10 18:00:00,Meerut,Other Crime,PUBLIC INTOXICATION,55,Middle Aged,F,Explosives,6,1,1.0
36739,36740,2024-11-03 03:00:00,2024-03-10 19:00:00,Pune,Other Crime,BURGLARY,62,Senior,M,Firearm,13,0,
36740,36741,2024-12-03 21:00:00,2024-03-10 20:00:00,Nashik,Other Crime,VANDALISM,79,Senior,F,UNKNOWN,5,1,2.0
36741,36742,2024-12-03 17:00:00,2024-03-10 21:00:00,Mumbai,Other Crime,PUBLIC INTOXICATION,58,Middle Aged,F,Blunt Object,5,1,-60.0
36742,36743,2024-03-13 05:00:00,2024-03-10 22:00:00,Jaipur,Violent Crime,SEXUAL ASSAULT,35,Adult,M,Knife,17,0,
36743,36744,2024-11-03 05:00:00,2024-03-10 23:00:00,Thane,Violent Crime,ASSAULT,67,Senior,F,Poison,17,0,
36744,36745,2024-12-03 11:00:00,2024-03-11 00:00:00,Bhopal,Other Crime,HOMICIDE,74,Senior,M,UNKNOWN,3,0,
36745,36746,2024-03-13 20:00:00,2024-03-11 01:00:00,Mumbai,Other Crime,KIDNAPPING,18,Young Adult,F,Blunt Object,3,1,52.0
36746,36747,2024-03-13 22:00:00,2024-03-11 02:00:00,Faridabad,Other Crime,COUNTERFEITING,58,Middle Aged,M,Explosives,18,0,
36747,36748,2024-11-03 14:00:00,2024-03-11 03:00:00,Chennai,Violent Crime,ROBBERY,68,Senior,F,Other,17,0,
36748,36749,2024-03-13 20:00:00,2024-03-11 04:00:00,Delhi,Traffic Fatality,TRAFFIC VIOLATION,33,Adult,M,Knife,5,0,
36749,36750,2024-12-03 08:00:00,2024-03-11 05:00:00,Kanpur,Other Crime,CYBERCRIME,54,Middle Aged,F,Blunt Object,2,1,-119.0
36750,36751,2024-11-03 19:00:00,2024-03-11 06:00:00,Jaipur,Violent Crime,IDENTITY THEFT,70,Senior,F,Firearm,16,1,-158.0
36751,36752,2024-12-03 04:00:00,2024-03-11 07:00:00,Kolkata,Fire Accident,ARSON,63,Senior,F,UNKNOWN,15,0,
36752,36753,2024-12-03 04:00:00,2024-03-11 08:00:00,Jaipur,Other Crime,FRAUD,35,Adult,F,Blunt Object,18,1,-60.0
36753,36754,2024-11-03 23:00:00,2024-03-11 09:00:00,Visakhapatnam,Other Crime,HOMICIDE,40,Adult,F,Poison,17,0,
36754,36755,2024-03-13 08:00:00,2024-03-11 10:00:00,Pune,Other Crime,VANDALISM,30,Young Adult,F,Other,12,1,31.0
36755,36756,2024-03-13 23:00:00,2024-03-11 11:00:00,Chennai,Other Crime,BURGLARY,25,Young Adult,F,Poison,15,1,145.0
36756,36757,2024-03-13 01:00:00,2024-03-11 12:00:00,Delhi,Other Crime,EXTORTION,50,Middle Aged,F,Firearm,6,0,
36757,36758,2024-12-03 09:00:00,2024-03-11 13:00:00,Ludhiana,Violent Crime,ASSAULT,74,Senior,F,UNKNOWN,10,1,-220.0
36758,36759,2024-12-03 08:00:00,2024-03-11 14:00:00,Bhopal,Fire Accident,FIREARM OFFENSE,20,Young Adult,F,Other,19,0,
36759,36760,2024-03-13 10:00:00,2024-03-11 15:00:00,Kolkata,Other Crime,DRUG OFFENSE,46,Middle Aged,M,Firearm,8,1,72.0
36760,36761,2024-03-13 08:00:00,2024-03-11 16:00:00,Pune,Other Crime,DRUG OFFENSE,24,Young Adult,F,Firearm,11,0,
36761,36762,2024-03-14 07:00:00,2024-03-11 17:00:00,Chennai,Other Crime,EXTORTION,56,Middle Aged,F,Blunt Object,15,0,
36762,36763,2024-03-14 10:00:00,2024-03-11 18:00:00,Rajkot,Other Crime,FRAUD,77,Senior,F,UNKNOWN,16,1,41.0
36763,36764,2024-12-03 13:00:00,2024-03-11 19:00:00,Mumbai,Other Crime,FRAUD,75,Senior,M,Explosives,7,0,
36764,36765,2024-11-03 21:00:00,2024-03-11 20:00:00,Visakhapatnam,Violent Crime,DOMESTIC VIOLENCE,11,Minor,F,UNKNOWN,4,0,
36765,36766,2024-03-14 00:00:00,2024-03-11 21:00:00,Delhi,Violent Crime,SEXUAL ASSAULT,19,Young Adult,F,UNKNOWN,12,1,540.0
36766,36767,2024-03-13 03:00:00,2024-03-11 22:00:00,Kolkata,Other Crime,PUBLIC INTOXICATION,54,Middle Aged,M,Blunt Object,5,0,
36767,36768,2024-12-03 17:00:00,2024-03-11 23:00:00,Mumbai,Violent Crime,VEHICLE - STOLEN,23,Young Adult,M,Other,8,1,-202.0
36768,36769,2024-12-03 02:00:00,2024-03-12 00:00:00,Kolkata,Other Crime,FRAUD,29,Young Adult,M,UNKNOWN,16,1,-90.0
36769,36770,2024-03-13 04:00:00,2024-03-12 01:00:00,Kolkata,Violent Crime,VEHICLE - STOLEN,21,Young Adult,F,Firearm,12,1,41.0
36770,36771,2024-03-15 01:00:00,2024-03-12 02:00:00,Hyderabad,Violent Crime,IDENTITY THEFT,62,Senior,F,Blunt Object,12,0,
36771,36772,2024-03-14 22:00:00,2024-03-12 03:00:00,Bangalore,Other Crime,VANDALISM,51,Middle Aged,F,Explosives,19,1,22.0
36772,36773,2024-03-14 21:00:00,2024-03-12 04:00:00,Delhi,Violent Crime,DOMESTIC VIOLENCE,55,Middle Aged,M,Firearm,7,1,-9.0
36773,36774,2024-12-03 12:00:00,2024-03-12 05:00:00,Jaipur,Other Crime,COUNTERFEITING,15,Minor,F,Blunt Object,9,0,
36774,36775,2024-03-14 20:00:00,2024-03-12 06:00:00,Hyderabad,Traffic Fatality,TRAFFIC VIOLATION,18,Young Adult,F,Explosives,12,0,
36775,36776,2024-03-14 20:00:00,2024-03-12 07:00:00,Ahmedabad,Other Crime,BURGLARY,55,Middle Aged,F,Knife,15,0,
36776,36777,2024-03-14 15:00:00,2024-03-12 08:00:00,Jaipur,Other Crime,COUNTERFEITING,55,Middle Aged,M,Poison,17,0,
36777,36778,2024-03-13 08:00:00,2024-03-12 09:00:00,Jaipur,Fire Accident,ARSON,36,Adult,F,Explosives,4,0,
36778,36779,2024-03-14 17:00:00,2024-03-12 10:00:00,Bangalore,Other Crime,COUNTERFEITING,70,Senior,F,Knife,2,0,
36779,36780,2024-03-14 11:00:00,2024-03-12 11:00:00,Kolkata,Other Crime,CYBERCRIME,46,Middle Aged,F,Other,3,1,-38.0
36780,36781,2024-03-13 21:00:00,2024-03-12 12:00:00,Hyderabad,Violent Crime,DOMESTIC VIOLENCE,41,Adult,F,Knife,3,0,
36781,36782,2024-03-13 16:00:00,2024-03-12 13:00:00,Delhi,Violent Crime,SEXUAL ASSAULT,23,Young Adult,F,UNKNOWN,5,1,405.0
36782,36783,2024-03-14 01:00:00,2024-03-12 14:00:00,Pune,Other Crime,PUBLIC INTOXICATION,52,Middle Aged,F,Firearm,16,0,
36783,36784,2024-03-14 18:00:00,2024-03-12 15:00:00,Patna,Violent Crime,SEXUAL ASSAULT,46,Middle Aged,M,Firearm,1,1,675.0
36784,36785,2024-12-03 18:00:00,2024-03-12 16:00:00,Ludhiana,Fire Accident,ARSON,73,Senior,F,Explosives,13,0,
36785,36786,2024-03-13 03:00:00,2024-03-12 17:00:00,Kolkata,Violent Crime,DOMESTIC VIOLENCE,70,Senior,M,Firearm,15,1,39.0
36786,36787,2024-03-13 02:00:00,2024-03-12 18:00:00,Jaipur,Other Crime,SHOPLIFTING,59,Middle Aged,F,Blunt Object,1,0,
36787,36788,2024-03-13 19:00:00,2024-03-12 19:00:00,Delhi,Other Crime,BURGLARY,78,Senior,M,Poison,1,1,-6.0
36788,36789,2024-12-03 22:00:00,2024-03-12 20:00:00,Jaipur,Other Crime,ILLEGAL POSSESSION,28,Young Adult,F,UNKNOWN,3,0,
36789,36790,2024-03-15 18:00:00,2024-03-12 21:00:00,Ghaziabad,Violent Crime,ASSAULT,20,Young Adult,F,Blunt Object,5,0,
36790,36791,2024-03-13 10:00:00,2024-03-12 22:00:00,Delhi,Fire Accident,FIREARM OFFENSE,58,Middle Aged,M,Other,4,0,
36791,36792,2024-03-14 20:00:00,2024-03-12 23:00:00,Indore,Other Crime,DRUG OFFENSE,78,Senior,F,Blunt Object,8,1,176.0
36792,36793,2024-03-13 16:00:00,2024-03-13 00:00:00,Kolkata,Other Crime,EXTORTION,31,Adult,F,UNKNOWN,11,0,
36793,36794,2024-03-15 04:00:00,2024-03-13 01:00:00,Lucknow,Other Crime,CYBERCRIME,24,Young Adult,F,Firearm,10,0,
36794,36795,2024-03-14 14:00:00,2024-03-13 02:00:00,Nagpur,Other Crime,BURGLARY,47,Middle Aged,F,Knife,4,0,
36795,36796,2024-03-14 20:00:00,2024-03-13 03:00:00,Delhi,Other Crime,EXTORTION,23,Young Adult,F,UNKNOWN,10,0,
36796,36797,2024-03-15 12:00:00,2024-03-13 04:00:00,Kolkata,Violent Crime,ASSAULT,22,Young Adult,M,Poison,3,1,82.0
36797,36798,2024-03-13 21:00:00,2024-03-13 05:00:00,Varanasi,Traffic Fatality,TRAFFIC VIOLATION,26,Young Adult,F,Blunt Object,5,0,
36798,36799,2024-03-14 00:00:00,2024-03-13 06:00:00,Mumbai,Other Crime,VANDALISM,79,Senior,F,Poison,5,0,
36799,36800,2024-03-14 21:00:00,2024-03-13 07:00:00,Bangalore,Other Crime,CYBERCRIME,68,Senior,F,UNKNOWN,15,0,
36800,36801,2024-03-14 06:00:00,2024-03-13 08:00:00,Surat,Other Crime,COUNTERFEITING,79,Senior,F,Firearm,3,1,32.0
36801,36802,2024-03-13 21:00:00,2024-03-13 09:00:00,Kolkata,Other Crime,VANDALISM,55,Middle Aged,F,Firearm,3,1,64.0
36802,36803,2024-03-15 15:00:00,2024-03-13 10:00:00,Rajkot,Other Crime,DRUG OFFENSE,62,Senior,F,Firearm,12,0,
36803,36804,2024-03-16 04:00:00,2024-03-13 11:00:00,Agra,Other Crime,EXTORTION,40,Adult,M,UNKNOWN,13,0,
36804,36805,2024-03-13 19:00:00,2024-03-13 12:00:00,Ludhiana,Other Crime,KIDNAPPING,64,Senior,F,Explosives,12,0,
36805,36806,2024-03-15 07:00:00,2024-03-13 13:00:00,Surat,Violent Crime,DOMESTIC VIOLENCE,40,Adult,F,Blunt Object,9,0,
36806,36807,2024-03-15 22:00:00,2024-03-13 14:00:00,Vasai,Other Crime,COUNTERFEITING,51,Middle Aged,F,Blunt Object,9,1,74.0
36807,36808,2024-03-16 03:00:00,2024-03-13 15:00:00,Vasai,Violent Crime,DOMESTIC VIOLENCE,60,Middle Aged,M,UNKNOWN,17,0,
36808,36809,2024-03-14 00:00:00,2024-03-13 16:00:00,Chennai,Other Crime,BURGLARY,20,Young Adult,F,Explosives,2,1,70.0
36809,36810,2024-03-15 15:00:00,2024-03-13 17:00:00,Mumbai,Violent Crime,VEHICLE - STOLEN,29,Young Adult,F,Explosives,5,0,
36810,36811,2024-03-15 09:00:00,2024-03-13 18:00:00,Mumbai,Violent Crime,VEHICLE - STOLEN,44,Adult,F,Firearm,4,0,
36811,36812,2024-03-16 18:00:00,2024-03-13 19:00:00,Kolkata,Fire Accident,FIREARM OFFENSE,59,Middle Aged,F,Explosives,5,1,72.0
36812,36813,2024-03-14 20:00:00,2024-03-13 20:00:00,Patna,Traffic Fatality,TRAFFIC VIOLATION,20,Young Adult,M,Poison,11,1,112.0
36813,36814,2024-03-14 16:00:00,2024-03-13 21:00:00,Varanasi,Traffic Fatality,TRAFFIC VIOLATION,32,Adult,F,UNKNOWN,5,0,
36814,36815,2024-03-15 02:00:00,2024-03-13 22:00:00,Lucknow,Other Crime,VANDALISM,48,Middle Aged,F,Knife,7,0,
36815,36816,2024-03-16 09:00:00,2024-03-13 23:00:00,Mumbai,Violent Crime,ASSAULT,26,Young Adult,F,Firearm,12,1,263.0
36816,36817,2024-03-15 02:00:00,2024-03-14 00:00:00,Visakhapatnam,Other Crime,KIDNAPPING,23,Young Adult,F,Knife,2,1,52.0
36817,36818,2024-03-14 21:00:00,2024-03-14 01:00:00,Ghaziabad,Fire Accident,FIREARM OFFENSE,32,Adult,M,Other,10,0,
36818,36819,2024-03-16 18:00:00,2024-03-14 02:00:00,Thane,Other Crime,SHOPLIFTING,40,Adult,F,Blunt Object,7,0,
36819,36820,2024-03-15 12:00:00,2024-03-14 03:00:00,Chennai,Other Crime,DRUG OFFENSE,30,Young Adult,F,UNKNOWN,4,0,
36820,36821,2024-03-14 19:00:00,2024-03-14 04:00:00,Hyderabad,Other Crime,KIDNAPPING,37,Adult,F,Poison,12,0,
36821,36822,2024-03-16 01:00:00,2024-03-14 05:00:00,Kolkata,Other Crime,EXTORTION,40,Adult,F,Knife,3,0,
36822,36823,2024-03-16 18:00:00,2024-03-14 06:00:00,Surat,Other Crime,VANDALISM,66,Senior,M,Other,7,0,
36823,36824,2024-03-14 15:00:00,2024-03-14 07:00:00,Mumbai,Other Crime,EXTORTION,75,Senior,M,Blunt Object,12,1,9.0
36824,36825,2024-03-16 13:00:00,2024-03-14 08:00:00,Hyderabad,Other Crime,EXTORTION,16,Minor,F,UNKNOWN,13,1,35.0
36825,36826,2024-03-17 00:00:00,2024-03-14 09:00:00,Varanasi,Violent Crime,DOMESTIC VIOLENCE,23,Young Adult,F,Blunt Object,5,1,30.0
36826,36827,2024-03-15 19:00:00,2024-03-14 10:00:00,Surat,Violent Crime,ASSAULT,19,Young Adult,F,Knife,8,1,46.0
36827,36828,2024-03-17 00:00:00,2024-03-14 11:00:00,Indore,Violent Crime,ROBBERY,44,Adult,F,Other,1,1,-41.0
36828,36829,2024-03-15 10:00:00,2024-03-14 12:00:00,Hyderabad,Fire Accident,ARSON,58,Middle Aged,F,Blunt Object,8,0,
36829,36830,2024-03-15 17:00:00,2024-03-14 13:00:00,Delhi,Other Crime,COUNTERFEITING,45,Adult,M,Poison,3,1,-39.0
